id,data_provider,country,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
fixitclinic_208,"Fixit Clinic",USA,"Small kitchen item",breville,?,????,Repairable,"Fixit Clinic",2018-10-07,toaster
fixitclinic_209,"Fixit Clinic",USA,Laptop,Lenovo,"Didn't check",????,Fixed,"Fixit Clinic",2018-10-08,Laptop
fixitclinic_210,"Fixit Clinic",USA,Toy,"Can't remember, maybe Radio Shack?","not available",????,Unknown,"Fixit Clinic",2018-10-08,"Toy helicopter w/remote control"
fixitclinic_212,"Fixit Clinic",USA,Fan,"no model",Unknown,????,Unknown,"Fixit Clinic",2018-10-08,"fan ~ No work"
fixitclinic_213,"Fixit Clinic",USA,Lamp,"Restoration Hardware",Unknown,????,Fixed,"Fixit Clinic",2018-10-08,Lamp
fixitclinic_215,"Fixit Clinic",USA,"Portable radio",JVC,RC-X220,????,Unknown,"Fixit Clinic",2018-10-09,"Radio/cassette player/cdplayer"
fixitclinic_216,"Fixit Clinic",USA,"Power tool",Milwaukee,Unknown,????,Fixed,"Fixit Clinic",2018-10-12,"impact driver"
fixitclinic_219,"Fixit Clinic",USA,Printer/scanner,"canon - older model (5 years?)",5500(?),????,Repairable,"Fixit Clinic",2018-10-14,"ink jet printer"
fixitclinic_220,"Fixit Clinic",USA,Vacuum,Dyson,Dc07,????,Repairable,"Fixit Clinic",2018-10-21,"Vacuum ~ Brush didn't rotate"
fixitclinic_221,"Fixit Clinic",USA,"Hi-Fi integrated",Bose,Wave,????,Fixed,"Fixit Clinic",2018-10-21,"Music system ~ Case was partially off"
fixitclinic_222,"Fixit Clinic",USA,Laptop,"HP ",HP15,2015,Repairable,"Fixit Clinic",2018-10-21,"Laptop ~ Won't display screen at boot up"
fixitclinic_223,"Fixit Clinic",USA,Lamp,"Restoration Hardware",Unknown,????,Fixed,"Fixit Clinic",2018-10-22,lamp
fixitclinic_224,"Fixit Clinic",USA,Kettle,Aroma,-,????,"End of life","Fixit Clinic",2018-10-28,"Electric water kettle"
fixitclinic_225,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,Lamp
fixitclinic_227,"Fixit Clinic",USA,Toaster,Toastmaster,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,"Vintage toaster"
fixitclinic_229,"Fixit Clinic",USA,"Hi-Fi separates",Unknown,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,"Stereo with speakers"
fixitclinic_230,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,Lamp
fixitclinic_231,"Fixit Clinic",USA,Fan,Vornado,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,Fan
fixitclinic_233,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,Lamp
fixitclinic_234,"Fixit Clinic",USA,"Hi-Fi separates",Unknown,Unknown,????,"End of life","Fixit Clinic",2018-10-28,"Stereo / CD Tape player"
fixitclinic_235,"Fixit Clinic",USA,"Small kitchen item",Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,Microwave
fixitclinic_237,"Fixit Clinic",USA,"Hi-Fi separates",Unknown,Unknown,????,Unknown,"Fixit Clinic",2018-10-28,"Tape deck with loose cassette spindle"
fixitclinic_238,"Fixit Clinic",USA,"Small home electrical",Sunbeam,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,Iron
fixitclinic_239,"Fixit Clinic",USA,"Small home electrical",Rowenta,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,Iron
fixitclinic_240,"Fixit Clinic",USA,"Sewing machine",Singer,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Sewing machine"
fixitclinic_242,"Fixit Clinic",USA,"Small kitchen item",Unknown,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,"Coffee Maker"
fixitclinic_243,"Fixit Clinic",USA,"TV and gaming-related accessories",Unknown,Unknown,????,"End of life","Fixit Clinic",2018-10-28,"Remote Control"
fixitclinic_244,"Fixit Clinic",USA,"TV and gaming-related accessories",Unknown,Unknown,????,"End of life","Fixit Clinic",2018-10-28,"Remote Controls (2)"
fixitclinic_246,"Fixit Clinic",USA,"Hi-Fi separates",Unknown,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,Speakers
fixitclinic_247,"Fixit Clinic",USA,Battery/charger/adapter,Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Laptop charger"
fixitclinic_248,"Fixit Clinic",USA,Mobile,Unknown,Unknown,????,Unknown,"Fixit Clinic",2018-10-28,IPhone
fixitclinic_249,"Fixit Clinic",USA,"Small kitchen item",Unknown,Unknown,????,"End of life","Fixit Clinic",2018-10-28,"Immersion blender"
fixitclinic_250,"Fixit Clinic",USA,"Small kitchen item",Unknown,Unknown,????,"End of life","Fixit Clinic",2018-10-28,"Coffee grinder"
fixitclinic_251,"Fixit Clinic",USA,Watch/clock,REI,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Travel alarm clock "
fixitclinic_252,"Fixit Clinic",USA,"Portable radio","Innovative Tech",Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Radio and CD player"
fixitclinic_253,"Fixit Clinic",USA,"TV and gaming-related accessories",Unknown,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,"TV / DVD player combo"
fixitclinic_257,"Fixit Clinic",USA,"TV and gaming-related accessories",Sony,"TCD D7",????,Unknown,"Fixit Clinic",2018-10-28,"DAT recorder"
fixitclinic_258,"Fixit Clinic",USA,"TV and gaming-related accessories",DAEWOO,DV-T8DN,????,Repairable,"Fixit Clinic",2018-10-28,"VCR "
fixitclinic_259,"Fixit Clinic",USA,"Sewing machine","Singer ",Simple,????,Fixed,"Fixit Clinic",2018-10-28,"Sewing machines (2)"
fixitclinic_260,"Fixit Clinic",USA,"Hair & Beauty item",Remington,H21SP,????,Fixed,"Fixit Clinic",2018-10-28,"Hot rollers"
fixitclinic_261,"Fixit Clinic",USA,Fan,Vornado,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,"Small fan"
fixitclinic_262,"Fixit Clinic",USA,Vacuum,"Black and Decker",Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Hand vacuum"
fixitclinic_263,"Fixit Clinic",USA,Watch/clock,"Custom art clock",Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Wall clock"
fixitclinic_264,"Fixit Clinic",USA,"Small kitchen item",Unknown,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,"Coffee grinder"
fixitclinic_266,"Fixit Clinic",USA,"Power tool",Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Electric drill"
fixitclinic_267,"Fixit Clinic",USA,"TV and gaming-related accessories",Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Remote control"
fixitclinic_268,"Fixit Clinic",USA,"Desktop computer",MacBook,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,Computer
fixitclinic_269,"Fixit Clinic",USA,"Decorative or safety lights",Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Battery powered string of lights"
fixitclinic_270,"Fixit Clinic",USA,"Large home electrical",Haan,Unknown,????,Repairable,"Fixit Clinic",2018-10-28,"Steam mop"
fixitclinic_271,"Fixit Clinic",USA,"Power tool",Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Belt sander"
fixitclinic_272,"Fixit Clinic",USA,"Hi-Fi separates",Denon,"DCM 260",????,Repairable,"Fixit Clinic",2018-10-28,"CD Player"
fixitclinic_273,"Fixit Clinic",USA,Laptop,Dell,Inspiron,????,Fixed,"Fixit Clinic",2018-10-28,Laptop
fixitclinic_274,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Vintage floor lamp"
fixitclinic_280,"Fixit Clinic",USA,Watch/clock,Seville,Unknown,????,Fixed,"Fixit Clinic",2018-10-28,"Watch "
fixitclinic_281,"Fixit Clinic",USA,"DLSR / Video Camera",Sony,Unknown,????,Unknown,"Fixit Clinic",2018-10-28,Camcorder
fixitclinic_282,"Fixit Clinic",USA,"TV and gaming-related accessories",Sony,Unknown,????,Unknown,"Fixit Clinic",2018-11-01,"DVD Recorder"
fixitclinic_283,"Fixit Clinic",USA,"TV and gaming-related accessories",Dawoo,Unknown,????,Repairable,"Fixit Clinic",2018-11-01,"DVD player / recorder"
fixitclinic_284,"Fixit Clinic",USA,"Hair & Beauty item",Remington,H-21SP,????,Fixed,"Fixit Clinic",2018-11-02,"Hot Rollers - Tight Curls"
fixitclinic_285,"Fixit Clinic",USA,Kettle,Zojirushi,CD-WBC30,2014,Repairable,"Fixit Clinic",2018-11-03,"Electric water boiler/ thermo pot ~ After washing the pot, the control panel no longer works when plugged in. Although I was careful not to get the exterior wet, water just have gotten into the control panel. However, if it is plugged in, the water inside the pot begins to boil but does not stop as the control panel no longer regulates the temperature. When the water in the pot boiled, the steam got into the control panel area and the panel is cloudy from the water/ steam."
fixitclinic_286,"Fixit Clinic",USA,Aircon/Dehumidifier,"Sharper Image ","Ionic breeze",????,"End of life","Fixit Clinic",2018-11-03,"air purifer"
fixitclinic_287,"Fixit Clinic",USA,"Portable radio",Alpine,Unknown,????,"End of life","Fixit Clinic",2018-11-03,"Car cd player- alpine"
fixitclinic_288,"Fixit Clinic",USA,"Sewing machine",singer,"3116, simple",????,Fixed,"Fixit Clinic",2018-11-04,"sewing machine"
fixitclinic_289,"Fixit Clinic",USA,"Power tool","Troy Built",Unknown,2016,Fixed,"Fixit Clinic",2018-11-05,"Weed Cutter/Wacker ~ U8nable to thread cutting line"
fixitclinic_290,"Fixit Clinic",USA,Laptop,HP,pavillion,????,"End of life","Fixit Clinic",2018-11-05,"laptop computer"
fixitclinic_292,"Fixit Clinic",USA,"Small kitchen item","kitchen aid","RKT2651X BU",????,Repairable,"Fixit Clinic",2018-11-05,mixer
fixitclinic_293,"Fixit Clinic",USA,Toy,"Sharper Image ","Mini Cooper",2008,Fixed,"Fixit Clinic",2018-11-05,"Remote Control for Remote Control Car ~ Front wheels for turning were not working."
fixitclinic_294,"Fixit Clinic",USA,Lamp,n/a,Unknown,????,Repairable,"Fixit Clinic",2018-11-05,"antique brass floor lamp"
fixitclinic_295,"Fixit Clinic",USA,"Hi-Fi separates",GE,Unknown,????,Unknown,"Fixit Clinic",2018-11-06,"GE tape deck"
fixitclinic_296,"Fixit Clinic",USA,"Power tool",Craftsman,Electric,????,Fixed,"Fixit Clinic",2018-11-06,Chainsaw
fixitclinic_300,"Fixit Clinic",USA,"TV and gaming-related accessories",Bose,"Bose 123",????,Unknown,"Fixit Clinic",2018-11-09,"DVD player"
fixitclinic_301,"Fixit Clinic",USA,"Sewing machine",Singer,5417c,2009,Repairable,"Fixit Clinic",2018-11-10,"sewing Machine ~ the bobbin thread not been picked by needle, so not forming a stitch."
fixitclinic_302,"Fixit Clinic",USA,"Power tool",Unknown,Unknown,????,Fixed,"Fixit Clinic",2018-11-14,"Electric drill"
fixitclinic_303,"Fixit Clinic",USA,Lamp,unknown,unknown,2008,Repairable,"Fixit Clinic",2018-11-19,"floor lamp ~ The lamp does not illuminate.  It happened so long ago, that I don't recall whether it started flickering intermittently, or just blew out one day.  (My gut tells me probably the latter.)  "
fixitclinic_304,"Fixit Clinic",USA,"Decorative or safety lights",coleman,"don't know",????,Fixed,"Fixit Clinic",2018-11-26,flashlight
fixitclinic_305,"Fixit Clinic",USA,Laptop,Apple,"MacBook Pro Version 10.14.1",????,Fixed,"Fixit Clinic",2018-12-10,"laptop computer"
fixitclinic_306,"Fixit Clinic",USA,"Large home electrical",Zanussi,"DW 910 TCR",2008,Unknown,"Fixit Clinic",2018-12-29,"Dishwasher ~ The utensil tray rollers are damaged and do not pull out smoothly they wobble and get out of the rails but dishes can be set when pulled out carefully"
fixitclinic_307,"Fixit Clinic",USA,Tablet,Garmin,Unknown,????,Unknown,"Fixit Clinic",2019-01-10,GPS
fixitclinic_308,"Fixit Clinic",USA,Tablet,Apple,iPad,????,Fixed,"Fixit Clinic",2019-01-10,"tablet ~ needed new battery"
fixitclinic_309,"Fixit Clinic",USA,"Small kitchen item",Preethi,"Chefpro Plus",2012,Repairable,"Fixit Clinic",2019-01-12,"Blender ~ Not turning on"
fixitclinic_310,"Fixit Clinic",USA,Tablet,Nexus,"nexus 7 ",2013,Repairable,"Fixit Clinic",2019-01-12,"tablet ~ not turning on "
fixitclinic_313,"Fixit Clinic",USA,Laptop,"Dell ","dell inspiron",2015,Repairable,"Fixit Clinic",2019-01-12,"Laptop  ~ Hinge is broken "
fixitclinic_314,"Fixit Clinic",USA,Tablet,Nexus,7,????,"End of life","Fixit Clinic",2019-01-12,Tablet
fixitclinic_315,"Fixit Clinic",USA,"Small kitchen item","preethi ","preethi chef ",????,"End of life","Fixit Clinic",2019-01-12,"blender "
fixitclinic_317,"Fixit Clinic",USA,Laptop,Dell,Inspiron,????,Repairable,"Fixit Clinic",2019-01-12,Laptop
fixitclinic_318,"Fixit Clinic",USA,"Digital Compact Camera","Lumix (pasonic)","6x optical ",????,Repairable,"Fixit Clinic",2019-01-12,"camera  ~ clean the battery cage "
fixitclinic_319,"Fixit Clinic",USA,Watch/clock,"Colber ",Unknown,2009,Repairable,"Fixit Clinic",2019-01-12,"Watch  ~ Clamp not working "
fixitclinic_320,"Fixit Clinic",USA,Watch/clock,"colber ",Unknown,????,Fixed,"Fixit Clinic",2019-01-12,"watch "
fixitclinic_322,"Fixit Clinic",USA,"Desktop computer","Toshiba ","satalite ",2012,Repairable,"Fixit Clinic",2019-01-12,"Computers  ~ slow prosessing and not connecting to internet "
fixitclinic_323,"Fixit Clinic",USA,"Digital Compact Camera",Canon,"powershot ST100",2014,Repairable,"Fixit Clinic",2019-01-12,"Camera  ~ Lens does not open "
fixitclinic_324,"Fixit Clinic",USA,Toy,trankr,Unknown,2012,Repairable,"Fixit Clinic",2019-01-12,"Romote controll car  ~ not sure "
fixitclinic_325,"Fixit Clinic",USA,"Digital Compact Camera",canon,Unknown,????,Repairable,"Fixit Clinic",2019-01-12,"camera "
fixitclinic_326,"Fixit Clinic",USA,Laptop,toshiba,Unknown,????,Fixed,"Fixit Clinic",2019-01-12,"Laptop "
fixitclinic_327,"Fixit Clinic",USA,Toy,Unknown,Unknown,????,Fixed,"Fixit Clinic",2019-01-12,"RC vehicle "
fixitclinic_331,"Fixit Clinic",USA,"Sewing machine","Singer ","Featherweight ",2009,Fixed,"Fixit Clinic",2019-01-29,"Sewing Machine ~ Needs new belt installed, oiled, adjusted, cleaned "
fixitclinic_332,"Fixit Clinic",USA,Laptop,"Microsoft ",EEE,2009,Repairable,"Fixit Clinic",2019-01-29,"Notepad Computer ~ Computer time still being addressed. "
fixitclinic_333,"Fixit Clinic",USA,"TV and gaming-related accessories",Sens,Unknown,????,Unknown,"Fixit Clinic",2019-01-29,"Remote Control  ~ Remote not working with DVD "
fixitclinic_334,"Fixit Clinic",USA,"Sewing machine","Kenmore ","385 - 16130200",2009,Fixed,"Fixit Clinic",2019-01-29,"Sewing Machine ~ Needs a cleaning"
fixitclinic_335,"Fixit Clinic",USA,"Sewing machine",Kenmore,Unknown,????,Fixed,"Fixit Clinic",2019-01-29,"Sewing Machine ~ Bobbin won't work "
fixitclinic_336,"Fixit Clinic",USA,"Hi-Fi separates",Unknown,Unknown,2009,Repairable,"Fixit Clinic",2019-01-29,"CD Player ~ Stopped working "
fixitclinic_337,"Fixit Clinic",USA,"Sewing machine","Singer ",758,2010,Repairable,"Fixit Clinic",2019-01-29,"Sewing Machine ~ Problem with bobbin lines"
fixitclinic_340,"Fixit Clinic",USA,"Large home electrical",Regina,Unknown,????,Fixed,"Fixit Clinic",2019-01-29,"Deck scrubber ~ Electrical connectors broken"
fixitclinic_341,"Fixit Clinic",USA,Fan,Allaire,Unknown,2010,Fixed,"Fixit Clinic",2019-01-29,"Standing floor fan ~ Will not turn on "
fixitclinic_343,"Fixit Clinic",USA,Lamp,Unknown,Unknown,2010,Fixed,"Fixit Clinic",2019-01-29,"Lamp ~ turn on/off switch broken "
fixitclinic_346,"Fixit Clinic",USA,Lamp,Unknown,Unknown,2009,Fixed,"Fixit Clinic",2019-01-29,"Lamp  ~ Switch"
fixitclinic_347,"Fixit Clinic",USA,Lamp,Unknown,Unknown,2009,Fixed,"Fixit Clinic",2019-01-29,"Lamp ~ Switch"
fixitclinic_349,"Fixit Clinic",USA,"Sewing machine",Singer,unknown,????,Fixed,"Fixit Clinic",2019-01-29,"Sewing Machine ~ Clunking"
fixitclinic_350,"Fixit Clinic",USA,"Decorative or safety lights",Unknown,N/A,2018,Fixed,"Fixit Clinic",2019-01-29,"Night Light  ~ Broken "
fixitclinic_352,"Fixit Clinic",USA,Lamp,"on/off switch",Unknown,????,Repairable,"Fixit Clinic",2019-01-29,"lamp ~ ON/OFF Switch"
fixitclinic_355,"Fixit Clinic",USA,Lamp,N/A,Handmade,????,Fixed,"Fixit Clinic",2019-01-29,"Lammp ~ Chain didn't pull to turn light on "
fixitclinic_358,"Fixit Clinic",USA,Tablet,Samsung,SM-7377A,????,Repairable,"Fixit Clinic",2019-02-01,Tablet
fixitclinic_359,"Fixit Clinic",USA,Lamp,"none listed","none listed",2009,Repairable,"Fixit Clinic",2019-02-01,"Antique Lamp ~ The lamp suddenly stopped lighting up for any bulb put in it. It shows no external signs of loose wires or a malfunctioning switch.  The symptom is consistent every time an attempt is made to turn it on. "
fixitclinic_363,"Fixit Clinic",USA,"Small kitchen item",gourmia,GPC400,????,Fixed,"Fixit Clinic",2019-02-02,"Instant Pressure cooker"
fixitclinic_364,"Fixit Clinic",USA,"Portable radio"," Red Cross Eton","solar power",2009,Repairable,"Fixit Clinic",2019-02-02,"radio ~ the tuner knob does not advance or reverse the station frequency"
fixitclinic_365,"Fixit Clinic",USA,Vacuum,Deik,ZB1516,????,Fixed,"Fixit Clinic",2019-02-02,"Vacuum cleaner"
fixitclinic_366,"Fixit Clinic",USA,"Paper shredder",Royal,HG12X,????,Fixed,"Fixit Clinic",2019-02-02,Shredder
fixitclinic_367,"Fixit Clinic",USA,"Large home electrical",Whirlpool,N/A,????,Fixed,"Fixit Clinic",2019-02-02,Dishwasher
fixitclinic_368,"Fixit Clinic",USA,Vacuum,Hoover,Windtunnel,????,Repairable,"Fixit Clinic",2019-02-02,Vacuum
fixitclinic_369,"Fixit Clinic",USA,"TV and gaming-related accessories",Sony,Unknown,????,Fixed,"Fixit Clinic",2019-02-02,"DVD Player"
fixitclinic_371,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Repairable,"Fixit Clinic",2019-02-02,Lamp
fixitclinic_372,"Fixit Clinic",USA,Laptop,toshiba,"Satellite C55Dt-B5128",????,Fixed,"Fixit Clinic",2019-02-02,Laptop
fixitclinic_373,"Fixit Clinic",USA,"Portable radio",Sears,564.242508,????,Fixed,"Fixit Clinic",2019-02-02,Radio
fixitclinic_375,"Fixit Clinic",USA,"Digital Compact Camera",Cannon,"ELPH SD 1200",????,Unknown,"Fixit Clinic",2019-02-02,Camera
fixitclinic_376,"Fixit Clinic",USA,"Small kitchen item",Breville,B0V800XL,????,Repairable,"Fixit Clinic",2019-02-02,"toaster oven"
fixitclinic_377,"Fixit Clinic",USA,"Power tool",Dewalt,"orbital sander",????,Repairable,"Fixit Clinic",2019-02-02,"Dewalt sander"
fixitclinic_378,"Fixit Clinic",USA,"Desktop computer",Apple,"Macbook Pro",????,Repairable,"Fixit Clinic",2019-02-02,Computer
fixitclinic_379,"Fixit Clinic",USA,Vacuum,Shark,Unknown,????,Fixed,"Fixit Clinic",2019-02-02,Vacuum
fixitclinic_380,"Fixit Clinic",USA,"Small kitchen item",Kenmore,Unknown,????,"End of life","Fixit Clinic",2019-02-02,Microwave
fixitclinic_383,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Fixed,"Fixit Clinic",2019-02-02,Lamp
fixitclinic_384,"Fixit Clinic",USA,Laptop,Dell,P28F,????,Fixed,"Fixit Clinic",2019-02-10,Laptop
fixitclinic_386,"Fixit Clinic",USA,"Hair & Beauty item",HerStyler,Unknown,????,Fixed,"Fixit Clinic",2019-02-12,"Hair dryer ~ There was no heat."
fixitclinic_388,"Fixit Clinic",USA,"Small home electrical","Home Touch",Unknown,????,Fixed,"Fixit Clinic",2019-02-13,"Fabric steamer  ~ Reset button wouldn't shut off"
fixitclinic_389,"Fixit Clinic",USA,"Small kitchen item",Cuisinesrt,"TOB - 40",2016,"End of life","Fixit Clinic",2019-02-13,"Toaster oven ~  Lower two heating elements no longer heating, no longer straight, but crooked "
fixitclinic_391,"Fixit Clinic",USA,"Desktop computer",Apple,"MacBook Pro ",2014,Repairable,"Fixit Clinic",2019-03-02,"Computer  ~ Mouse get stuck on start up screen and could not log in or do anything. Keep board is not responding either "
fixitclinic_392,"Fixit Clinic",USA,"Small home electrical",Reliable,"Brio 250cc",????,Fixed,"Fixit Clinic",2019-03-02,"Steam cleaner"
fixitclinic_393,"Fixit Clinic",USA,Lamp,"Unknown ",Unknown,????,Unknown,"Fixit Clinic",2019-03-02,Lamp
fixitclinic_395,"Fixit Clinic",USA,"Small kitchen item","Hamilton beach",Unknown,????,Fixed,"Fixit Clinic",2019-03-02,"Coffee grinder"
fixitclinic_396,"Fixit Clinic",USA,"Hi-Fi separates",Sony,TC152,????,Fixed,"Fixit Clinic",2019-03-02,"Tape deck purchased in Japan in 1975. Used in USA 1975-1980. Taken to UK in 1980 where I had the transmission changed to one compatible with UK electricity."
fixitclinic_399,"Fixit Clinic",USA,Laptop,Lenovo,Unknown,????,Fixed,"Fixit Clinic",2019-03-03,Laptop
fixitclinic_400,"Fixit Clinic",USA,"Small kitchen item",KitchenAid,Unknown,????,Repairable,"Fixit Clinic",2019-03-03,Toaster
fixitclinic_402,"Fixit Clinic",USA,"Hi-Fi separates",Denon,"Unknown ",????,Fixed,"Fixit Clinic",2019-03-03,"CD player"
fixitclinic_404,"Fixit Clinic",USA,"Small home electrical",Homedics,SS-2000,????,"End of life","Fixit Clinic",2019-03-04,"Noise canceling / sound machine"
fixitclinic_407,"Fixit Clinic",USA,"Small kitchen item","Mr. Coffee",DRX5,2011,Repairable,"Fixit Clinic",2019-03-09,"Coffee Maker ~ Lid hinge broke and will not stay on."
fixitclinic_408,"Fixit Clinic",USA,"Portable radio",Kenwood,MC-45DM,2009,Repairable,"Fixit Clinic",2019-03-09,"ham radio(remote only) ~ the button does not press crisply"
fixitclinic_410,"Fixit Clinic",USA,"Small kitchen item","black and decker","not sure",????,Fixed,"Fixit Clinic",2019-03-09,"rice cooker"
fixitclinic_412,"Fixit Clinic",USA,"DLSR / Video Camera",Sony,"EVS 550",2009,Repairable,"Fixit Clinic",2019-03-21,"8mm VCR ~ Tape won't eject"
fixitclinic_413,"Fixit Clinic",USA,"Hair & Beauty item",Chi,Unknown,????,"End of life","Fixit Clinic",2019-03-24,"Hair dryer"
fixitclinic_414,"Fixit Clinic",USA,"Small home electrical","LifeMost Technology Co., Ltd.",AP155,????,Fixed,"Fixit Clinic",2019-03-31,"Desktop Alkaline Ionizer"
fixitclinic_415,"Fixit Clinic",USA,"Sewing machine",Singer,6215C,????,Repairable,"Fixit Clinic",2019-03-31,"sewing machine"
fixitclinic_417,"Fixit Clinic",USA,Lamp,"Forgot-got tossed","table model",????,Unknown,"Fixit Clinic",2019-03-31,"Table lamps (2)"
fixitclinic_419,"Fixit Clinic",USA,Lamp,ott,"not indicated",????,Fixed,"Fixit Clinic",2019-04-01,"sewing lamp with "
fixitclinic_420,"Fixit Clinic",USA,Lamp,unknown,unknown,2009,Fixed,"Fixit Clinic",2019-04-01,"a table lamp ~ cat knocked it over-loose parts"
fixitclinic_421,"Fixit Clinic",USA,"Sewing machine",Kenmore,Unknown,????,Fixed,"Fixit Clinic",2019-04-01,"Sewing machine"
fixitclinic_422,"Fixit Clinic",USA,Lamp,"Don't know",None,2009,Unknown,"Fixit Clinic",2019-04-08,"3-light pole lamp ~ Switches do not turn on lights"
fixitclinic_423,"Fixit Clinic",USA,Watch/clock,"Swatch ",Unknown,2017,Fixed,"Fixit Clinic",2019-04-09,"Watch, need to remove back to replace battery  ~ Stop running, think it needs new battery"
fixitclinic_425,"Fixit Clinic",USA,Laptop,DELL,Unknown,????,Unknown,"Fixit Clinic",2019-04-20,"Laptop ~ Broken"
fixitclinic_426,"Fixit Clinic",USA,Watch/clock,philips,unknown,2009,Repairable,"Fixit Clinic",2019-04-21,"wall clock ~ clock mechanism (movement) broken"
