id,data_provider,country,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
fixitclinic_427,"Fixit Clinic",USA,Misc,Morley,"BFW (Black Gold Fuzz Wah Volume)",????,Fixed,"Fixit Clinic",2019-04-23,"Guitar effects pedal"
fixitclinic_428,"Fixit Clinic",USA,Tablet,Apple,a1474,????,Repairable,"Fixit Clinic",2019-04-23,ipad
fixitclinic_429,"Fixit Clinic",USA,"Handheld entertainment device",FitBit,Alta,2016,Fixed,"Fixit Clinic",2019-04-23,"Fitness Tracker ~ The band would not stay intact."
fixitclinic_431,"Fixit Clinic",USA,"Large home electrical","Lazy Boy",Unknown,????,Repairable,"Fixit Clinic",2019-04-30,"lift chair - apparently just the wiring ~ wiring disconnected from remote control"
fixitclinic_432,"Fixit Clinic",USA,"Hair & Beauty item",Hitachi,Unknown,????,Fixed,"Fixit Clinic",2019-05-01,"Hand massager"
fixitclinic_434,"Fixit Clinic",USA,Lamp,Unknown,"Ceramic rooster on wooden base",????,Repairable,"Fixit Clinic",2019-05-09,Lamp
fixitclinic_435,"Fixit Clinic",USA,Lamp,Husky,"K-46xx51 (not legible)",????,Fixed,"Fixit Clinic",2019-05-11,"LED work light (high intensity) ~ Won't light; bad power cord"
fixitclinic_436,"Fixit Clinic",USA,"Small kitchen item","Hamilton Beach Scovill","415   130-260 watts",2009,Unknown,"Fixit Clinic",2019-05-15,"Crock Pot ~ no longer heats when plugged in"
fixitclinic_437,"Fixit Clinic",USA,"Small kitchen item",Kenwood,901E,????,Repairable,"Fixit Clinic",2019-05-16,"Stand mixer"
fixitclinic_439,"Fixit Clinic",USA,"Musical instrument",Ensoniq,"ZR 76",2009,Fixed,"Fixit Clinic",2019-05-17,"Music keyboard  ~ Middle C# wouldn't sound properly, no velocity control, always full volume."
fixitclinic_440,"Fixit Clinic",USA,"Small kitchen item",Krups,XP2010,2010,Fixed,"Fixit Clinic",2019-05-17,"Coffee Maker ~ The espresso maker was working but the regular brew was not making coffee. The light came on but no hot water was pumped up to the grounds - ie. no brew. I bought an element and a thermostat before I figured out how to test the element  (which turned out to be fine).  The thermostat failed the test and when I replaced it... JAVA!!! Then a happy dance!"
fixitclinic_441,"Fixit Clinic",USA,Aircon/Dehumidifier,Unknown,Unknown,????,Unknown,"Fixit Clinic",2019-05-18,"Window AC ~ Not cooling anymore "
fixitclinic_443,"Fixit Clinic",USA,"Small kitchen item","I don't remember","I don't remember",????,Unknown,"Fixit Clinic",2019-05-21,"two burner hot plate"
fixitclinic_446,"Fixit Clinic",USA,Lamp,unknown,"none available",????,Fixed,"Fixit Clinic",2019-05-21,lamp
fixitclinic_447,"Fixit Clinic",USA,Headphones,Beats,Unkbown,????,Fixed,"Fixit Clinic",2019-05-21,"Over-ear headphones"
fixitclinic_449,"Fixit Clinic",USA,Fan,"arctic wind","TH - 100",????,Fixed,"Fixit Clinic",2019-05-21,"personal fan"
fixitclinic_450,"Fixit Clinic",USA,"Handheld entertainment device","brookstone and makita respectively",unknown,????,Repairable,"Fixit Clinic",2019-05-21,"ipod player and charged but not running makita drill"
fixitclinic_451,"Fixit Clinic",USA,Lamp,"Home Depot ",Unknown,????,Unknown,"Fixit Clinic",2019-05-21,Lamp
fixitclinic_452,"Fixit Clinic",USA,Printer/scanner,HP,2055dn,????,Repairable,"Fixit Clinic",2019-05-22,"laser printer"
fixitclinic_453,"Fixit Clinic",USA,Lamp,Ikea??,Unknown,????,Repairable,"Fixit Clinic",2019-05-22,"Floor lamp"
fixitclinic_454,"Fixit Clinic",USA,"Small kitchen item",Sunbeam,T20A,????,Repairable,"Fixit Clinic",2019-05-22,Toaster
fixitclinic_457,"Fixit Clinic",USA,"Flat screen",Sanyo,Unknown,????,Unknown,"Fixit Clinic",2019-05-27,"crt tv 2002"
fixitclinic_458,"Fixit Clinic",USA,Lamp,"Unknown (antique)","Unknown ",2009,Fixed,"Fixit Clinic",2019-05-28,"Lamp  ~ It flickered"
fixitclinic_459,"Fixit Clinic",USA,"Flat screen",Magnavox,Unknown,????,"End of life","Fixit Clinic",2019-05-28,"small flat screen TV"
fixitclinic_460,"Fixit Clinic",USA,Lamp,Unknown,Unknown,2009,Unknown,"Fixit Clinic",2019-06-06,"brass piano lamp ~ Needs to be re-wired?  Won't turn on."
fixitclinic_461,"Fixit Clinic",USA,"Small kitchen item",Krups,GVX1,????,Repairable,"Fixit Clinic",2019-06-10,"Coffee Grinder ~ doesn't grind coffee"
fixitclinic_462,"Fixit Clinic",USA,"Small kitchen item","Black and Decker","EHC 650",2015,"End of life","Fixit Clinic",2019-06-10,"Mini food chopper ~ Head of chopper was totally immersed in water, motor was rusted"
fixitclinic_463,"Fixit Clinic",USA,"Small home electrical",Swiffer,"Swiffer Wet Jet Mop; no model number",2019,Unknown,"Fixit Clinic",2019-06-13,"Swiffer Wet Jet Mop ~ The motor in the jet is not working because there is no power supplied to it (we do not hear the motor's gears turning when we push the button that should make the mop shoot liquid out). "
fixitclinic_464,"Fixit Clinic",USA,Fan,Lasko,3151,????,Repairable,"Fixit Clinic",2019-06-15,"A fan ~ Sometimes it Won’t turn on due to broken/ crooked wire"
fixitclinic_465,"Fixit Clinic",USA,Fan,Holmes,"HT 26 120V-80Hz 0.4A Y008 WG",2009,Repairable,"Fixit Clinic",2019-06-21,"Tower Fan ~ No working when plugged in and cannot fix the stand, i.e. part came apart for fan stand.   "
fixitclinic_467,"Fixit Clinic",USA,Laptop,Hp,"G62 notebook pc",2017,Repairable,"Fixit Clinic",2019-07-18,"Laptop  ~ Not coming on, blinking capslock light on the keyboard "
fixitclinic_468,"Fixit Clinic",USA,"Small kitchen item","jura capresso",f60,????,Repairable,"Fixit Clinic",2019-07-19,"espresso machine"
fixitclinic_470,"Fixit Clinic",USA,"Hi-Fi separates",UBL,CE2280,2017,Repairable,"Fixit Clinic",2019-07-19,"UBL clip 2 small Bluetooth speaker  ~ The battery is no longer holding a charge. Nothing else is wrong with it, so I would like to replace the battery. I need help with the soldering part."
fixitclinic_471,"Fixit Clinic",USA,"TV and gaming-related accessories",Sony,12BT1H,????,Repairable,"Fixit Clinic",2019-07-21,"Ps3slim "
fixitclinic_473,"Fixit Clinic",USA,Lamp,"Lite Source INC Chino, CA","Item No: LS-3421",2009,Repairable,"Fixit Clinic",2019-07-31,"Halogen lamp with dimmer switch.   ~ I use this lamp and it’s twin as bedside table lamps, because they have a dimmer switch and can be dimmed down low for least-impact before bed lighting. About two weeks ago the on off/dimmer switch started having an intermittent delayed response  before the light would turn on. At first turning it off and in again once got it working, then  it had to be turned on and off  a few times, but still would start. Last week it quit entirely. I tried replacing the halogen bulb (which we’ve  done numerous times since we purchased it more than ten years ago) but it still won’t start."
fixitclinic_474,"Fixit Clinic",USA,"Sewing machine",Brother,Unknown,2016,Repairable,"Fixit Clinic",2019-08-01,"Sewing machine ~ The feed dogs don’t seem to work"
fixitclinic_475,"Fixit Clinic",USA,"Hi-Fi separates","Pioneer ","PL A45D",2009,Unknown,"Fixit Clinic",2019-08-02,"record player ~ will not start up"
fixitclinic_477,"Fixit Clinic",USA,"Decorative or safety lights",Unknown,"No idea. It came with my house",2009,Fixed,"Fixit Clinic",2019-08-03,"Antique chandelier ~ Developed a short"
fixitclinic_480,"Fixit Clinic",USA,"Large home electrical",Whi,Whirlpool,2014,Repairable,"Fixit Clinic",2019-08-03,"Washing machine ~ Flooded, does not drain properly"
fixitclinic_481,"Fixit Clinic",USA,Printer/scanner,epson,"Stylus Photo 900",2013,Unknown,"Fixit Clinic",2019-08-12,"printer ~ Heads dried up"
fixitclinic_482,"Fixit Clinic",USA,Printer/scanner,Unknown,Unknown,2016,Repairable,"Fixit Clinic",2019-08-13,Printer
fixitclinic_483,"Fixit Clinic",USA,Mobile,IPhone,6,2017,Repairable,"Fixit Clinic",2019-08-13,"Phone ~ The screen is not working "
fixitclinic_484,"Fixit Clinic",USA,Mobile,Iphone,6S,2016,Repairable,"Fixit Clinic",2019-08-13,"Phone ~ I can hear it"
fixitclinic_486,"Fixit Clinic",USA,"Small kitchen item",Kenwood,A901E,????,Fixed,"Fixit Clinic",2019-08-17,"Stand mixer"
fixitclinic_488,"Fixit Clinic",USA,Mobile,appleq,A1634,????,Repairable,"Fixit Clinic",2019-08-18,"iphone screen"
fixitclinic_489,"Fixit Clinic",USA,"Sewing machine",Kenmore,"DK ( in storage)",2009,Unknown,"Fixit Clinic",2019-08-18,"Will bring next time: sewing machine ~ seized after non-use, in storage"
fixitclinic_490,"Fixit Clinic",USA,"Power tool","unclear, from the 1940s (""copperline"")'","see above",????,Fixed,"Fixit Clinic",2019-08-19,"electric drill"
fixitclinic_491,"Fixit Clinic",USA,"Small kitchen item",Unknown,Unknown,????,Unknown,"Fixit Clinic",2019-08-19,Toaster
fixitclinic_492,"Fixit Clinic",USA,"Small kitchen item","black & decker",Unknown,????,Fixed,"Fixit Clinic",2019-08-19,"hand mixer"
fixitclinic_493,"Fixit Clinic",USA,"Handheld entertainment device",apple,A1574,2016,Repairable,"Fixit Clinic",2019-08-20,"ipod touch 6th gen ~ The battery is slowly expanding the display out"
fixitclinic_495,"Fixit Clinic",USA,Mobile,"LG Nexus",5x,????,Repairable,"Fixit Clinic",2019-08-29,"Cell phone"
fixitclinic_498,"Fixit Clinic",USA,Laptop,Compaq,"Presario CQ40",2012,Repairable,"Fixit Clinic",2019-08-30,"Laptop ~ It won't turn on so i an confuse what should i do because it cannot be repaired."
fixitclinic_499,"Fixit Clinic",USA,"Handheld entertainment device",apple,A1574,????,"End of life","Fixit Clinic",2019-08-30,"ipod touch 6th gen"
fixitclinic_500,"Fixit Clinic",USA,"Small kitchen item",Panasonic,nb-g110p,2016,Fixed,"Fixit Clinic",2019-09-04,"Toaster oven ~ Power switch broke"
fixitclinic_501,"Fixit Clinic",USA,Mobile,Apple,A1784FCCID,????,Unknown,"Fixit Clinic",2019-09-12,"Iphone 7+"
fixitclinic_502,"Fixit Clinic",USA,"Small kitchen item",Creativewar,N/A,????,Fixed,"Fixit Clinic",2019-09-18,"Beverage dispenser"
fixitclinic_503,"Fixit Clinic",USA,"Small home electrical","Home Touch",Intek,????,Repairable,"Fixit Clinic",2019-09-18,"Fabric steamer"
fixitclinic_504,"Fixit Clinic",USA,Laptop,Asus,Unknown,2017,Repairable,"Fixit Clinic",2019-09-28,"Laptop, I pad, CD player  ~ Broken"
fixitclinic_505,"Fixit Clinic",USA,"Desktop computer",Dell,Unknown,2014,Repairable,"Fixit Clinic",2019-09-30,"Desktop computer ~ Too slow even after running antivirus and Malwarebytes"
fixitclinic_506,"Fixit Clinic",USA,"Small kitchen item",Kitchenaid,4C,????,Fixed,"Fixit Clinic",2019-10-01,"stand mixer"
fixitclinic_507,"Fixit Clinic",USA,Watch/clock,Seiko,v400-6179,????,Fixed,"Fixit Clinic",2019-10-01,watch
fixitclinic_508,"Fixit Clinic",USA,Watch/clock,Timex,indiglo,????,Repairable,"Fixit Clinic",2019-10-01,watch
fixitclinic_509,"Fixit Clinic",USA,Watch/clock,Timex,"Indiglo water resistant",????,Unknown,"Fixit Clinic",2019-10-01,watch
fixitclinic_510,"Fixit Clinic",USA,Watch/clock,Skagen,Unknown,????,Repairable,"Fixit Clinic",2019-10-01,watch
fixitclinic_511,"Fixit Clinic",USA,"Small home electrical","Catfish Pool Blaster",W5141669,????,Repairable,"Fixit Clinic",2019-10-04,"Handheld Pool Vaccum"
fixitclinic_512,"Fixit Clinic",USA,"Small home electrical",Bissel,N/A,????,Fixed,"Fixit Clinic",2019-10-04,Steamer
fixitclinic_513,"Fixit Clinic",USA,Lamp,China,N/A,????,Fixed,"Fixit Clinic",2019-10-04,Lamp
fixitclinic_514,"Fixit Clinic",USA,"Hair & Beauty item",VIOlight,N/a,????,Fixed,"Fixit Clinic",2019-10-04,"Ultra-violet Toothbrush sanitizing holder"
fixitclinic_516,"Fixit Clinic",USA,"Hi-Fi separates",Panasonic,N/A,????,Fixed,"Fixit Clinic",2019-10-04,"8 track player"
fixitclinic_517,"Fixit Clinic",USA,"Small home electrical",sensy,n/a,????,Fixed,"Fixit Clinic",2019-10-04,"Sensy wax melter"
fixitclinic_518,"Fixit Clinic",USA,"Small kitchen item","my weight",KD-7000,????,Fixed,"Fixit Clinic",2019-10-04,"digital scale"
fixitclinic_523,"Fixit Clinic",USA,Fan,"san feng",deluxe,????,Fixed,"Fixit Clinic",2019-10-04,fan
fixitclinic_528,"Fixit Clinic",USA,"Small home electrical","first years","tomy y7352",????,Fixed,"Fixit Clinic",2019-10-04,"sound machine"
fixitclinic_529,"Fixit Clinic",USA,"Power tool",dremel,3000,????,Fixed,"Fixit Clinic",2019-10-04,dremel
fixitclinic_530,"Fixit Clinic",USA,"Hair & Beauty item","wahl peanut",peanut,????,Fixed,"Fixit Clinic",2019-10-04,razor
fixitclinic_531,"Fixit Clinic",USA,"Small kitchen item",cuisinart,kfc3100er2,????,Fixed,"Fixit Clinic",2019-10-04,"mini food processor"
fixitclinic_534,"Fixit Clinic",USA,"Small home electrical",sensy,n/a,????,Fixed,"Fixit Clinic",2019-10-04,"wax melter"
fixitclinic_535,"Fixit Clinic",USA,Vacuum,bissell,"spot clean",????,Fixed,"Fixit Clinic",2019-10-04,"small vacuum"
fixitclinic_540,"Fixit Clinic",USA,"Small kitchen item",cuisinart,n/a,????,Fixed,"Fixit Clinic",2019-10-04,"hand blender"
fixitclinic_541,"Fixit Clinic",USA,"Large home electrical",Bissell,Unknown,2009,Repairable,"Fixit Clinic",2019-10-05,"Rug shampooer. ~ Not moving correctly when used; shampoo not dispensing properly"
fixitclinic_542,"Fixit Clinic",USA,Lamp,"None listed on item",Unknown,????,Repairable,"Fixit Clinic",2019-10-06,"Desk Lamp"
fixitclinic_543,"Fixit Clinic",USA,"Small kitchen item",Breville,BOV845,????,Fixed,"Fixit Clinic",2019-10-07,"Breville Toaster oven"
fixitclinic_544,"Fixit Clinic",USA,"Small kitchen item",Panasonic,NBG110P,2015,Fixed,"Fixit Clinic",2019-10-08,"Toaster Oven ~ Power on Switch - on not functional"
fixitclinic_546,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Fixed,"Fixit Clinic",2019-10-22,"wall lamp"
fixitclinic_547,"Fixit Clinic",USA,"Flat screen",ACER,"AT 3265 ",????,Fixed,"Fixit Clinic",2019-10-22,"LCD Television"
fixitclinic_548,"Fixit Clinic",USA,Lamp,"Hextra ",HX-F0081A,????,Repairable,"Fixit Clinic",2019-10-27,"Floor lamp"
fixitclinic_549,"Fixit Clinic",USA,"Portable radio",(missed),Unknown,????,Fixed,"Fixit Clinic",2019-10-27,"Portable Radio/CD Player"
fixitclinic_550,"Fixit Clinic",USA,"Small kitchen item",Bodum,??,????,Fixed,"Fixit Clinic",2019-10-27,"Coffee Grinder"
fixitclinic_561,"Fixit Clinic",USA,"Paper shredder",Fellows,"OMI 200CT",????,Repairable,"Fixit Clinic",2019-10-27,"paper shredder"
fixitclinic_563,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Fixed,"Fixit Clinic",2019-10-27,"table lamp"
fixitclinic_566,"Fixit Clinic",USA,"Small kitchen item",Toshiba,Unknown,????,Repairable,"Fixit Clinic",2019-10-27,Microwave
fixitclinic_567,"Fixit Clinic",USA,"PC Accessory",Unknown,Unknown,????,Unknown,"Fixit Clinic",2019-10-27,"Hard Drive"
fixitclinic_568,"Fixit Clinic",USA,"TV and gaming-related accessories",Spectronic,Unknown,????,Fixed,"Fixit Clinic",2019-10-27,"DVD player"
fixitclinic_570,"Fixit Clinic",USA,"Small kitchen item","Black and Decker",Unknown,????,Repairable,"Fixit Clinic",2019-10-27,"waffle maker"
fixitclinic_572,"Fixit Clinic",USA,"Hi-Fi integrated",Panasonic,"SC HCS",????,Fixed,"Fixit Clinic",2019-10-27,"home stereo for CD/ipod"
fixitclinic_573,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Fixed,"Fixit Clinic",2019-10-27,"Old table lamp"
fixitclinic_574,"Fixit Clinic",USA,Lamp,"None indicated. From the 1950’s. ",None,2009,Fixed,"Fixit Clinic",2019-10-30,"Lamp ~ Not working "
fixitclinic_575,"Fixit Clinic",USA,"Decorative or safety lights",Unknown,BoGo,????,Repairable,"Fixit Clinic",2019-10-30,"solar flashlight"
fixitclinic_577,"Fixit Clinic",USA,"Hi-Fi integrated",?,?,2018,Unknown,"Fixit Clinic",2019-11-03,"battery operated sound machine ~ no longer make the sound"
fixitclinic_578,"Fixit Clinic",USA,Lamp,None,None,????,Fixed,"Fixit Clinic",2019-11-05,Lamp
fixitclinic_579,"Fixit Clinic",USA,"Sewing machine","No label - over 50 years old",None,????,Repairable,"Fixit Clinic",2019-11-07,"Sewing machine foot pedal"
fixitclinic_580,"Fixit Clinic",USA,"Hi-Fi separates",Aiwa,Unknown,2009,Repairable,"Fixit Clinic",2019-11-09,"CD player ~ CD won't play"
fixitclinic_581,"Fixit Clinic",USA,"Small kitchen item",Oster,BVST-EK5967,2018,Repairable,"Fixit Clinic",2019-11-12,"Electric tea pot  ~ Doesn’t turn on "
fixitclinic_582,"Fixit Clinic",USA,"Desktop computer","air pple",Unknown,2013,Fixed,"Fixit Clinic",2019-11-18,"computer ~ did not charge , noise fan"
fixitclinic_583,"Fixit Clinic",USA,"Hair & Beauty item",Cricket,LN-50B,????,Fixed,"Fixit Clinic",2019-11-19,"curling iron"
fixitclinic_584,"Fixit Clinic",USA,Misc,"Sharper Image",None,????,Repairable,"Fixit Clinic",2019-11-29,"A talking photo album ~ It won't play the recorded ""captions"" anymore.  I've tried replacing the battery.  I don't want to reset it if I don't have to, because I'll have to re-record all the captions again if I do."
fixitclinic_585,"Fixit Clinic",USA,"Small kitchen item",Breville,"CT75XL /A",2013,Repairable,"Fixit Clinic",2019-12-05,"Toaster ~ The lever at the side that drops/raises the toast won’t catch at the bottom so the toast doesn’t stay down."
fixitclinic_586,"Fixit Clinic",USA,"Portable radio",Panasonic,RF-2200,????,Fixed,"Fixit Clinic",2019-12-09,"Multiband radio"
fixitclinic_587,"Fixit Clinic",USA,"Sewing machine",NA,NA,????,Fixed,"Fixit Clinic",2019-12-09,"Wiring from sewing machine duplex outlet to light and foot pedal."
fixitclinic_588,"Fixit Clinic",USA,Mobile,LG,"Nexus 5x",????,Repairable,"Fixit Clinic",2019-12-09,"Cell phone"
fixitclinic_590,"Fixit Clinic",USA,Lamp,Unknown,Unlisted,????,Fixed,"Fixit Clinic",2019-12-17,"Clamp lamp"
fixitclinic_592,"Fixit Clinic",USA,"Handheld entertainment device",Staples,Unknown,????,Unknown,"Fixit Clinic",2019-12-18,calculator
fixitclinic_593,"Fixit Clinic",USA,"Handheld entertainment device",Unknown,Unknown,????,Fixed,"Fixit Clinic",2019-12-18,Musicbox
fixitclinic_595,"Fixit Clinic",USA,"Small kitchen item",Vittorino,Unknown,????,Fixed,"Fixit Clinic",2019-12-18,"waffle iron"
fixitclinic_596,"Fixit Clinic",USA,"Small kitchen item","Victorian ",Unknown,2018,"End of life","Fixit Clinic",2019-12-18,"Toaster ~ Lever would not stay down"
fixitclinic_597,"Fixit Clinic",USA,Vacuum,Hoover,Unknown,????,Repairable,"Fixit Clinic",2019-12-18,"Upright vacuum"
fixitclinic_599,"Fixit Clinic",USA,"Small kitchen item",Cuisinart,"DLC-8 PLUS",2009,Unknown,"Fixit Clinic",2020-01-01,"Food processor ~ I hadn’t used it in a year, and when I went to use it this week, couldn’t get it to turn on. I made sure al the parts were installed correctly multiple times. Lookedonline, and found the reset button, and that still did not work.  "
fixitclinic_600,"Fixit Clinic",USA,"Flat screen",Samsung,UN65EN6000F,2017,Repairable,"Fixit Clinic",2020-01-04,"LCD TV ~ Sound but no picture."
fixitclinic_601,"Fixit Clinic",USA,Printer/scanner,FUJITSU,"Scan Snap S1500",????,Unknown,"Fixit Clinic",2020-01-14,"A Scanner "
fixitclinic_606,"Fixit Clinic",USA,"Small home electrical",Biddeford,TC11BA,????,Repairable,"Fixit Clinic",2020-01-31,"Electric blanket control ~ Stopped heating up for no apparent reason"
fixitclinic_608,"Fixit Clinic",USA,Toaster,"ktchen aid",Unknown,????,Fixed,"Fixit Clinic",2020-02-04,"toaster - handle fell off"
fixitclinic_611,"Fixit Clinic",USA,"Musical instrument",Unknown,Unknown,????,Fixed,"Fixit Clinic",2020-02-06,"Toy electric Guitar"
fixitclinic_614,"Fixit Clinic",USA,"Small home electrical",Rowetta,"DW 1050",????,Fixed,"Fixit Clinic",2020-02-09,Iron
fixitclinic_616,"Fixit Clinic",USA,"Hi-Fi integrated",hitachi,trk-9005h,????,Repairable,"Fixit Clinic",2020-02-09,boombox
fixitclinic_617,"Fixit Clinic",USA,Misc,Sharp,CD-C401,????,Fixed,"Fixit Clinic",2020-02-09,"Mini component system"
fixitclinic_618,"Fixit Clinic",USA,"Hi-Fi separates","Altec Lansing",Unknown,????,Repairable,"Fixit Clinic",2020-02-09,"Set of speakers"
fixitclinic_619,"Fixit Clinic",USA,Fan,"Caramo ",707CA,????,Fixed,"Fixit Clinic",2020-02-09,Fan
fixitclinic_620,"Fixit Clinic",USA,Lamp,?,?,2009,Fixed,"Fixit Clinic",2020-02-10,"old lamp ~ needed a new cord"
fixitclinic_621,"Fixit Clinic",USA,"Small kitchen item",GE,JES2251,????,Fixed,"Fixit Clinic",2020-02-10,microwave
fixitclinic_622,"Fixit Clinic",USA,Lamp,"Not sure ","Not sure",????,Fixed,"Fixit Clinic",2020-02-11,"Floor lamp"
fixitclinic_623,"Fixit Clinic",USA,"Small kitchen item","Starbucks Barista","n 2005?",????,Repairable,"Fixit Clinic",2020-02-12,"espresso machine"
fixitclinic_624,"Fixit Clinic",USA,"Small kitchen item",Breville,2116,????,Repairable,"Fixit Clinic",2020-02-12,Toaster
fixitclinic_625,"Fixit Clinic",USA,Fan,"Nantucket Breeze ","Model #MF-6c-2 ",????,Unknown,"Fixit Clinic",2020-02-12,Fan
fixitclinic_626,"Fixit Clinic",USA,"TV and gaming-related accessories",Sens,Unknown,????,Repairable,"Fixit Clinic",2020-02-12,"TV/DVD player"
fixitclinic_627,"Fixit Clinic",USA,Misc,"Sharper Image",2007?,????,Unknown,"Fixit Clinic",2020-02-12,"Photo album with voice recorder"
fixitclinic_628,"Fixit Clinic",USA,"Sewing machine","New Home ",JA1506,????,Fixed,"Fixit Clinic",2020-02-12,"Sewing Machine"
fixitclinic_629,"Fixit Clinic",USA,"Hair & Beauty item",Conair,Unknown,????,"End of life","Fixit Clinic",2020-02-12,"Electric Shaver"
fixitclinic_630,"Fixit Clinic",USA,Fan,"Zippi Fan",Unknown,????,"End of life","Fixit Clinic",2020-02-12,"Electric Fan"
fixitclinic_631,"Fixit Clinic",USA,Lamp,"Pottery Barn",Unknown,????,Fixed,"Fixit Clinic",2020-02-12,"Desk Lamp"
fixitclinic_632,"Fixit Clinic",USA,Lamp,Antique,Unknown,????,Repairable,"Fixit Clinic",2020-02-12,Lamp
fixitclinic_635,"Fixit Clinic",USA,Lamp,Unknown,Unknown,????,Fixed,"Fixit Clinic",2020-02-12,Lamp
fixitclinic_638,"Fixit Clinic",USA,Lamp,Unknown,Unknown,2009,Unknown,"Fixit Clinic",2020-02-13,"lamp ~ plug in cord needs replacement"
fixitclinic_639,"Fixit Clinic",USA,"Large home electrical",Schwinn,Unknown,????,Repairable,"Fixit Clinic",2020-02-20,"Exercise m/c"
fixitclinic_640,"Fixit Clinic",USA,"Large home electrical",kenmore,Unknown,2009,Fixed,"Fixit Clinic",2020-02-28,"Washing machine ~ Agitator would not spin back and forth "
fixitclinic_642,"Fixit Clinic",USA,Lamp,?,?,2009,Fixed,"Fixit Clinic",2020-03-09,"2 older pottery lamps ~ The plugs were the older style, and the cords were dry and beginning to break apart."
fixitclinic_643,"Fixit Clinic",USA,"Small kitchen item",Breadman,TR2500BC,????,Fixed,"Fixit Clinic",2020-03-09,"Bread machine"
fixitclinic_646,"Fixit Clinic",USA,"Hi-Fi separates","Radio Shack",Realistic,2009,Unknown,"Fixit Clinic",2020-03-21,"radio/cassette tape player ~ Radio is fine.  Cassette player will not advance or rewind a cassette."
