id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
fixitclinic_1,"Fixit Clinic",USA,Iron,Iron,Sunbeam,2016,Unknown,,"Fixit Clinic",2018-01-02,"Steam selector switch broken, tip of soleplate broken"
fixitclinic_2,"Fixit Clinic",USA,Iron,Iron,Sunbeam,????,Unknown,,"Fixit Clinic",2018-01-02,
fixitclinic_3,"Fixit Clinic",USA,"Artificial christmas tree lights","Decorative or safety lights",GE,????,Unknown,,"Fixit Clinic",2018-01-13,
fixitclinic_4,"Fixit Clinic",USA,"12"" Table Fan",Fan,Holmes,????,Unknown,,"Fixit Clinic",2018-01-14,
fixitclinic_5,"Fixit Clinic",USA,"upright vacuum ",Vacuum,"Hoover ",????,Unknown,,"Fixit Clinic",2018-01-14,
fixitclinic_6,"Fixit Clinic",USA,"CD player","Hi-Fi separates",Curtis,????,Unknown,,"Fixit Clinic",2018-01-14,
fixitclinic_7,"Fixit Clinic",USA,Fan,Fan,Aries,????,Unknown,,"Fixit Clinic",2018-01-14,
fixitclinic_8,"Fixit Clinic",USA,blender,"Food processor","kitchen aid",2008,Unknown,,"Fixit Clinic",2018-01-14,"A part required replacing. The directions supplied with the new part(s) made replacement procedure unclear."
fixitclinic_9,"Fixit Clinic",USA,"SSW Radio /Dual Conversion12 Bands/Dual Clock/FM Stereo/SW/MW/PLL Synthesized Receiverual Clock Radio","Portable radio",SONY,????,Repairable,,"Fixit Clinic",2018-01-19,
fixitclinic_10,"Fixit Clinic",USA,"Sewing machine ","Sewing machine","Brother ",????,Unknown,,"Fixit Clinic",2018-01-21,"Only sews backwards"
fixitclinic_11,"Fixit Clinic",USA,"Rice cooker","Small kitchen item","Black and Decker",????,"End of life",,"Fixit Clinic",2018-01-21,
fixitclinic_12,"Fixit Clinic",USA,"FM/AM Radio Cassette-Corder","Portable radio",Son,????,Fixed,,"Fixit Clinic",2018-01-21,
fixitclinic_14,"Fixit Clinic",USA,Toaster,Toaster,Cuisinart,????,Repairable,,"Fixit Clinic",2018-01-21,
fixitclinic_16,"Fixit Clinic",USA,"ipad ",Tablet,"Apple ",2014,Fixed,,"Fixit Clinic",2018-01-27,"Not accepting password "
fixitclinic_18,"Fixit Clinic",USA,"Sewing machine","Sewing machine","Singer ""Featherweight""  ",2008,Fixed,,"Fixit Clinic",2018-01-27,"Bobbin threader not working "
fixitclinic_20,"Fixit Clinic",USA,"Lamp ",Lamp,N/A,2008,Repairable,,"Fixit Clinic",2018-01-27,"Needs rewiring and new switch"
fixitclinic_23,"Fixit Clinic",USA,"Cuisinart Food Mixer ","Food processor","Cuisinart ",2008,Fixed,,"Fixit Clinic",2018-01-27,"No power "
fixitclinic_24,"Fixit Clinic",USA,"Christmas Song Village",Toy,"Roman Inc",2008,Fixed,,"Fixit Clinic",2018-01-27,"Stopped Singing"
fixitclinic_25,"Fixit Clinic",USA,"Barbie CD Player - Pink with radio",Toy,"Not sure?",????,Fixed,,"Fixit Clinic",2018-01-27,"Skipping when moved at all "
fixitclinic_26,"Fixit Clinic",USA,"Immersion Blender","Food processor","Cusinart Smart Stick Hand Blender ",2013,Fixed,,"Fixit Clinic",2018-01-27,"Won't blend without terrible noise - gear coming out "
fixitclinic_27,"Fixit Clinic",USA,Fan,Fan,Holmes,2014,Fixed,,"Fixit Clinic",2018-01-27,"Doesn't Spin "
fixitclinic_28,"Fixit Clinic",USA,Clock,Watch/clock,Personalization,2009,Fixed,,"Fixit Clinic",2018-01-27,"Clock hands fell off "
fixitclinic_29,"Fixit Clinic",USA,Lamp,Lamp,Unknown,2008,Repairable,,"Fixit Clinic",2018-01-27,"Needs new socket and rewiring "
fixitclinic_31,"Fixit Clinic",USA,Lamp,Lamp,?,2008,Fixed,,"Fixit Clinic",2018-01-27,"I want a three way socket installed "
fixitclinic_32,"Fixit Clinic",USA,Vacuum,Vacuum,"Meili ",????,Repairable,,"Fixit Clinic",2018-01-27,"Cord doesn't retract "
fixitclinic_33,"Fixit Clinic",USA,"Sewing machine","Sewing machine","Viking Husqvarna ",2008,Fixed,,"Fixit Clinic",2018-01-27,"Function slide is not working "
fixitclinic_35,"Fixit Clinic",USA,"room air purifier",Aircon/dehumidifier,"Austin Air",????,Repairable,,"Fixit Clinic",2018-01-28,
fixitclinic_37,"Fixit Clinic",USA,"desk lamp",Lamp,"unknown/ Danish",????,Fixed,,"Fixit Clinic",2018-01-28,
fixitclinic_38,"Fixit Clinic",USA,Laptop,Laptop,"Lenovo ",2013,Unknown,,"Fixit Clinic",2018-01-28,"2017 , Screen Broken"
fixitclinic_39,"Fixit Clinic",USA,Lamp,Lamp,Unknown,????,Fixed,,"Fixit Clinic",2018-01-29,
fixitclinic_40,"Fixit Clinic",USA,"Kid's keyboard",Toy,Canto,????,Repairable,,"Fixit Clinic",2018-01-29,
fixitclinic_41,"Fixit Clinic",USA,"Bedside lamp",Lamp,Target,????,Fixed,,"Fixit Clinic",2018-01-29,
fixitclinic_43,"Fixit Clinic",USA,"Sewing machine","Sewing machine","Sears Kenmore ",2008,Repairable,,"Fixit Clinic",2018-01-29,"Stopped working "
fixitclinic_45,"Fixit Clinic",USA,"Wireless headphones",Headphones,C02Y,2017,Unknown,,"Fixit Clinic",2018-01-30,"Not charging "
fixitclinic_46,"Fixit Clinic",USA,"Sewing machine","Sewing machine",Unknown,2008,Fixed,,"Fixit Clinic",2018-01-30,"Doesn't work "
fixitclinic_47,"Fixit Clinic",USA,"plastic food processor top ","Food processor",Braun,2008,Fixed,,"Fixit Clinic",2018-01-30,"Chute part melted, want to cut top part off so I can use the pusher "
fixitclinic_48,"Fixit Clinic",USA,LAMP,Lamp,"Unclear (older model - ceramic body)",2013,Fixed,,"Fixit Clinic",2018-01-30,"It will not light "
fixitclinic_50,"Fixit Clinic",USA,"Computer & Bluetooth keyboard ","PC accessory","Apple/Logitech ",????,Unknown,,"Fixit Clinic",2018-01-30,"Keyboards have problems "
fixitclinic_51,"Fixit Clinic",USA,"Toaster ",Toaster,"Black & Decker",????,Fixed,,"Fixit Clinic",2018-01-30,"Difficult to engage ""plunger/starter"" arm "
fixitclinic_52,"Fixit Clinic",USA,"Sewing machine","Sewing machine",Kenmore,2008,Fixed,,"Fixit Clinic",2018-01-30,"Tension needs adjustments and needs cleaning "
fixitclinic_53,"Fixit Clinic",USA,"Sewing machine","Sewing machine","Janome ",2008,Fixed,,"Fixit Clinic",2018-01-30,"Bobbin pops out "
fixitclinic_56,"Fixit Clinic",USA,"Swedish Candelabra ",Lamp,"? ",2008,Fixed,,"Fixit Clinic",2018-01-30,"Stopped working suddenly- used every year at Christmas "
fixitclinic_57,"Fixit Clinic",USA,"Small Heater","Small home electrical","Nantucket Breeze",????,Unknown,,"Fixit Clinic",2018-01-30,"Got used- doesn't work "
fixitclinic_59,"Fixit Clinic",USA,radio,"Portable radio",Unknown,????,Fixed,,"Fixit Clinic",2018-01-31,
fixitclinic_60,"Fixit Clinic",USA,"wired in light fixture",Lamp,"not sure",2008,"End of life",,"Fixit Clinic",2018-02-02,"threaded part which holds bulb broke off"
fixitclinic_61,"Fixit Clinic",USA,"Wall Clock",Watch/clock,Sunbeam,????,Fixed,,"Fixit Clinic",2018-02-08,
fixitclinic_62,"Fixit Clinic",USA,"Swiffer WetJet floor mop","Small home electrical",Swiffer,????,Fixed,,"Fixit Clinic",2018-02-09,
fixitclinic_63,"Fixit Clinic",USA,headphones,Headphones,sennheiser,????,Fixed,,"Fixit Clinic",2018-02-09,
fixitclinic_64,"Fixit Clinic",USA,Ozonator,Aircon/dehumidifier,"Living Air",????,Fixed,,"Fixit Clinic",2018-02-09,
fixitclinic_65,"Fixit Clinic",USA,"Electric Dog Polisher","Small home electrical",Mitshubishi,2008,Unknown,,"Fixit Clinic",2018-02-10,"fails to start-up "
fixitclinic_66,"Fixit Clinic",USA,toaster,Toaster,dualit,2008,Repairable,,"Fixit Clinic",2018-02-10,"mechanical timer"
fixitclinic_68,"Fixit Clinic",USA,blender,"Food processor",Cuisinart,????,Fixed,,"Fixit Clinic",2018-02-11,
fixitclinic_69,"Fixit Clinic",USA,"Magic Bullet  blender","Food processor",Unknown,????,Repairable,,"Fixit Clinic",2018-02-11,
fixitclinic_70,"Fixit Clinic",USA,Fan,Fan,Windbreeze,????,Repairable,,"Fixit Clinic",2018-02-12,
fixitclinic_72,"Fixit Clinic",USA,"electric toothbrush (recharageable)","Hair & beauty item",Braun,????,Fixed,,"Fixit Clinic",2018-02-14,
fixitclinic_77,"Fixit Clinic",USA,smartphone,Mobile,Apple,????,Fixed,,"Fixit Clinic",2018-02-16,
fixitclinic_78,"Fixit Clinic",USA,Fan,Fan,Windchaser,????,Repairable,,"Fixit Clinic",2018-02-20,
fixitclinic_79,"Fixit Clinic",USA,"Hot Water Kettle",Kettle,Melitta,2008,Fixed,,"Fixit Clinic",2018-02-20,"Does not heat, the thermal fuse opened up.  "
fixitclinic_81,"Fixit Clinic",USA,"Weed wacker","Power tool",Ryobi,????,Repairable,,"Fixit Clinic",2018-02-25,
fixitclinic_83,"Fixit Clinic",USA,"clock radio w/cd player","Portable radio",Unknown,????,Fixed,,"Fixit Clinic",2018-02-26,"cd player just spins and spins; no without player disk"
fixitclinic_84,"Fixit Clinic",USA,mixer,"Food processor",KitchenAid,2008,Fixed,,"Fixit Clinic",2018-02-27,"Planetary mechanism had fallen off "
fixitclinic_85,"Fixit Clinic",USA,microwave,"Small kitchen item",Kenmore,2014,Fixed,,"Fixit Clinic",2018-03-02,"did not turn on"
fixitclinic_87,"Fixit Clinic",USA,"Coffee Grinder","Food processor",Rancilio,????,Fixed,,"Fixit Clinic",2018-03-02,
fixitclinic_88,"Fixit Clinic",USA,Toaster,Toaster,"Hamilton Beach",????,Fixed,,"Fixit Clinic",2018-03-02,
fixitclinic_89,"Fixit Clinic",USA,Laptop,Laptop,"Apple ",2010,Unknown,,"Fixit Clinic",2018-03-03,"I need to clone the hard drive, and potentially reinstall the OS.  Hard drive and OS had no problem before  submitting laptop to Central Computer in Santa Clara for warranty repair, and now they allege there is a problem.  Historically this laptop had a manufacturing defect that Apple refused to repair under warranty.  The laptop was purchased in February 2012, even though it is considered late 2011 with a 2010 mfg date.  Supposedly the GPU failed due to a defect in the lead free solder.  I submitted it to Central Computer for repair without knowing that they don't do their own work and contract it out.  They have worked on it three different times, and no one really knows what they did on the first repair.  The laptop failed after 60 days, and failed three weeks later after the 2nd repair.  I am about to pickup the laptop after the 3rd repair, but apparently Central Computer now alleges something is wrong with the hard drive.  The hard drive was tested and in good working order after the 2nd repair, so I am a bit suspicious.  "
fixitclinic_91,"Fixit Clinic",USA,clock,Watch/clock,Copal,????,Fixed,,"Fixit Clinic",2018-03-04,
fixitclinic_93,"Fixit Clinic",USA,Headphones,Headphones,Sony,????,Fixed,,"Fixit Clinic",2018-03-04,
fixitclinic_94,"Fixit Clinic",USA,"Cat fountain","Small home electrical",Petwell,????,Fixed,,"Fixit Clinic",2018-03-04,
fixitclinic_95,"Fixit Clinic",USA,"lamp switch",Lamp,unknown,????,Repairable,,"Fixit Clinic",2018-03-04,
fixitclinic_96,"Fixit Clinic",USA,"Two food processors","Food processor","Both were Cuisinart",????,Unknown,,"Fixit Clinic",2018-03-04,
fixitclinic_97,"Fixit Clinic",USA,Laptop,Laptop,"MacBook Pro",????,Repairable,,"Fixit Clinic",2018-03-06,
fixitclinic_98,"Fixit Clinic",USA,"Music Sampler","Hi-Fi separates",Yamaha,2008,Repairable,,"Fixit Clinic",2018-03-21,"Encoders need to be replaced "
fixitclinic_99,"Fixit Clinic",USA,mixer,"Food processor",KitchenAid,????,Repairable,,"Fixit Clinic",2018-03-25,
fixitclinic_102,"Fixit Clinic",USA,"SDHD Camera Card",Misc,SanDisk,????,Unknown,,"Fixit Clinic",2018-03-25,
fixitclinic_104,"Fixit Clinic",USA,lamp,Lamp,"hand made",????,Fixed,,"Fixit Clinic",2018-03-26,
fixitclinic_105,"Fixit Clinic",USA,"electric waffle iron","Small kitchen item","Dominion Electrical Mfg, Mansfield, OH",????,Repairable,,"Fixit Clinic",2018-03-26,
fixitclinic_107,"Fixit Clinic",USA,"Timex Ironman Watch",Watch/clock,Timex,????,Repairable,,"Fixit Clinic",2018-03-26,
fixitclinic_108,"Fixit Clinic",USA,Lamp,Lamp,N/A,????,Fixed,,"Fixit Clinic",2018-03-26,
fixitclinic_110,"Fixit Clinic",USA,"cordless drill","Power tool",DeWALT,????,Fixed,,"Fixit Clinic",2018-03-26,
fixitclinic_111,"Fixit Clinic",USA,"Food Saver  vacume packaging machine","Small kitchen item","Food Saver",????,Unknown,,"Fixit Clinic",2018-03-29,
fixitclinic_112,"Fixit Clinic",USA,"Drum Machine","Musical instrument",Roland,2008,Repairable,,"Fixit Clinic",2018-03-30,"Power Supply issue. Also, a bigger issue. I think something is wrong with the tempo. it seems to not be consistent. "
fixitclinic_113,"Fixit Clinic",USA,"Analog synth","Musical instrument",Paia,2008,Unknown,,"Fixit Clinic",2018-04-01,"It was fully functional and then now there is no output though its indication lights still show it powers on and receives midi signal. The light for “gate” no longer lights up. "
fixitclinic_115,"Fixit Clinic",USA,Laptop,Laptop,"IBM thinkpad",????,Repairable,,"Fixit Clinic",2018-04-06,"It wont login. An error message keeps popping up"
fixitclinic_116,"Fixit Clinic",USA,"Wireless speaker ","Hi-Fi separates",Bose,????,Repairable,,"Fixit Clinic",2018-04-07,
fixitclinic_118,"Fixit Clinic",USA,printer,Printer/scanner,HP,2010,Repairable,,"Fixit Clinic",2018-04-26,"paper jam error with no paper jammed. "
fixitclinic_119,"Fixit Clinic",USA,"tablet and ipod",Tablet,"Amazon / Apple",2008,Repairable,,"Fixit Clinic",2018-04-27,"Won't turn on / won't charge"
fixitclinic_121,"Fixit Clinic",USA,"Panini grill","Small kitchen item",KRUPS,????,Fixed,,"Fixit Clinic",2018-04-29,"One of the thermal fuses did not work (240 Cs)"
fixitclinic_124,"Fixit Clinic",USA,"electric handmixer","Food processor","Kitchen Aid",????,Unknown,,"Fixit Clinic",2018-05-07,
fixitclinic_127,"Fixit Clinic",USA,"Cell phone",Mobile,Samsung,2015,Repairable,,"Fixit Clinic",2018-05-18,"Sim card reader broken off."
fixitclinic_128,"Fixit Clinic",USA,"Cell phone",Mobile,"LG Sprint",2015,Repairable,,"Fixit Clinic",2018-05-18,"I won't turn on, glass screen cracked, last time I tried to charge it it smelled like it was burning."
fixitclinic_129,"Fixit Clinic",USA,"Power wheels car",Toy,Mercedes,2016,Repairable,,"Fixit Clinic",2018-05-18,"Won't turn on"
fixitclinic_130,"Fixit Clinic",USA,"2016 MacBook Pro ",Laptop,Apple,2016,Repairable,,"Fixit Clinic",2018-05-22,"A friend replaced my broken screen and somehow broke the connecting wires and lost my WiFi card :("
fixitclinic_131,"Fixit Clinic",USA,Lawnmower,"Large home electrical","I will have to ask. I am doing this for a friend.",????,Repairable,,"Fixit Clinic",2018-05-30,
fixitclinic_132,"Fixit Clinic",USA,toaster,Toaster,phillips,2011,Repairable,,"Fixit Clinic",2018-06-01,burns
fixitclinic_133,"Fixit Clinic",USA,Laptop,Laptop,Toshiba,????,Fixed,,"Fixit Clinic",2018-06-11,
fixitclinic_134,"Fixit Clinic",USA,"Lamp with music box",Lamp,"looks like specialty hand-made item",????,Fixed,,"Fixit Clinic",2018-06-11,
fixitclinic_135,"Fixit Clinic",USA,"Music box with movable parts",Toy,"Made and bought in Japan",????,Fixed,,"Fixit Clinic",2018-06-11,
fixitclinic_136,"Fixit Clinic",USA,"Breville  Smart oven","Small kitchen item",Breville,????,Fixed,,"Fixit Clinic",2018-06-11,
fixitclinic_137,"Fixit Clinic",USA,"Electric wall clock",Watch/clock,Unknown,????,Fixed,,"Fixit Clinic",2018-06-12,
fixitclinic_140,"Fixit Clinic",USA,"Kitchen mixer","Food processor",Oster,2008,Repairable,,"Fixit Clinic",2018-06-20,"Burned out rheostat "
fixitclinic_141,"Fixit Clinic",USA,tablet,Tablet,"android nexus",2014,Repairable,,"Fixit Clinic",2018-07-01,"Broken screen"
fixitclinic_142,"Fixit Clinic",USA,"Sewing machine","Sewing machine",Juki,????,Fixed,,"Fixit Clinic",2018-07-02,
fixitclinic_143,"Fixit Clinic",USA,"Aromatherapy machine","Hair & beauty item",Doterra,????,Fixed,,"Fixit Clinic",2018-07-02,
fixitclinic_144,"Fixit Clinic",USA,"Live streaming glasses","Handheld entertainment device","Anina / Mokioo",????,Fixed,,"Fixit Clinic",2018-07-02,
fixitclinic_145,"Fixit Clinic",USA,"Android Tablet",Tablet,Google,????,Fixed,,"Fixit Clinic",2018-07-02,
fixitclinic_147,"Fixit Clinic",USA,"Desktop computer ","Desktop computer",HP,2008,Fixed,,"Fixit Clinic",2018-07-15,"Fan failed error message at boot up "
fixitclinic_148,"Fixit Clinic",USA,"Smart phone",Mobile,Apple,2016,Fixed,,"Fixit Clinic",2018-07-15,"I had trouble charging my phone. It would not change at times. "
fixitclinic_149,"Fixit Clinic",USA,"Musical duck",Toy,Unknown,????,Fixed,,"Fixit Clinic",2018-07-15,
fixitclinic_150,"Fixit Clinic",USA,"portable 8 track/radio","Portable radio",Realistic,????,Repairable,,"Fixit Clinic",2018-07-15,
fixitclinic_151,"Fixit Clinic",USA,"Princess telephone",Misc,"Western Electric",????,Unknown,,"Fixit Clinic",2018-07-16,
fixitclinic_152,"Fixit Clinic",USA,Lamp,Lamp,"Don’t know",????,Fixed,,"Fixit Clinic",2018-08-10,
fixitclinic_153,"Fixit Clinic",USA,Smartwatch,Watch/clock,Pebble,2014,Repairable,,"Fixit Clinic",2018-08-10,"Can't turn on. Assuming that the charger didn't actual charge the watch"
fixitclinic_154,"Fixit Clinic",USA,"plug in wall heater","Small home electrical",Arvin,????,Fixed,,"Fixit Clinic",2018-08-11,
fixitclinic_155,"Fixit Clinic",USA,speakers,"Hi-Fi separates",bose,2014,Unknown,,"Fixit Clinic",2018-08-11,"doesn't turn on"
fixitclinic_156,"Fixit Clinic",USA,"AM/FM Radio","Portable radio",Capello,????,Unknown,,"Fixit Clinic",2018-08-11,
fixitclinic_158,"Fixit Clinic",USA,"mini refridge","Small kitchen item","Black & Decker",????,Repairable,,"Fixit Clinic",2018-08-11,
fixitclinic_160,"Fixit Clinic",USA,"Breville convection toaster oven","Small kitchen item",Breville,????,Fixed,,"Fixit Clinic",2018-08-11,
fixitclinic_161,"Fixit Clinic",USA,"Breville convection toaster oven","Small kitchen item",Breville,????,Fixed,,"Fixit Clinic",2018-08-11,
fixitclinic_162,"Fixit Clinic",USA,"track lighting fixture","Decorative or safety lights","don't know",????,"End of life",,"Fixit Clinic",2018-08-11,
fixitclinic_163,"Fixit Clinic",USA,"roomba vacuum ",Vacuum,iRobot,????,Fixed,,"Fixit Clinic",2018-08-11,
fixitclinic_166,"Fixit Clinic",USA,"waffle iron","Small kitchen item",Sunbeam,????,Fixed,,"Fixit Clinic",2018-08-11,
fixitclinic_169,"Fixit Clinic",USA,"Nightlight/ flashlight",Lamp,Unknown,????,Repairable,,"Fixit Clinic",2018-08-11,
fixitclinic_170,"Fixit Clinic",USA,cameracanon,"Digital compact camera",canon,????,Unknown,,"Fixit Clinic",2018-08-11,
fixitclinic_171,"Fixit Clinic",USA,"Laptop ",Laptop,Apple,????,Unknown,,"Fixit Clinic",2018-08-18,
fixitclinic_173,"Fixit Clinic",USA,Lamp,Lamp,Unknown,????,Repairable,,"Fixit Clinic",2018-08-19,
fixitclinic_174,"Fixit Clinic",USA,lamp,Lamp,unknown,????,Fixed,,"Fixit Clinic",2018-08-19,
fixitclinic_175,"Fixit Clinic",USA,"61 key synth (musical instrument)","Musical instrument",Yamaha,????,Repairable,,"Fixit Clinic",2018-08-19,
fixitclinic_177,"Fixit Clinic",USA,"Portable dehumidifier ",Aircon/dehumidifier,Edgestar,????,Repairable,,"Fixit Clinic",2018-08-19,
fixitclinic_178,"Fixit Clinic",USA,"Tiny solar light string","Decorative or safety lights","Don’t know",????,Unknown,,"Fixit Clinic",2018-08-19,
fixitclinic_181,"Fixit Clinic",USA,"Vacuum cleaner",Vacuum,Hoover,????,Fixed,,"Fixit Clinic",2018-08-20,
fixitclinic_182,"Fixit Clinic",USA,"Sewing machine","Sewing machine",Singer,????,Repairable,,"Fixit Clinic",2018-08-22,
fixitclinic_184,"Fixit Clinic",USA,"Electric Scooter",Misc,"Razor ",2014,Repairable,,"Fixit Clinic",2018-09-06,"Power light turns on but engine does not turn.  "
fixitclinic_185,"Fixit Clinic",USA,"Electric Scooter",Misc,Racer,2015,Unknown,,"Fixit Clinic",2018-09-08,"Doesn't work"
fixitclinic_187,"Fixit Clinic",USA,camcorder,"DSLR/video camera",Sony,2015,Unknown,,"Fixit Clinic",2018-09-08,"Can't get video file off the camcorder"
fixitclinic_188,"Fixit Clinic",USA,Laptop,Laptop,toshiba,2010,Repairable,,"Fixit Clinic",2018-09-11,"broken screen"
fixitclinic_189,"Fixit Clinic",USA,toaster,Toaster,PB,2018,Unknown,,"Fixit Clinic",2018-09-16,"no idea sorry"
fixitclinic_190,"Fixit Clinic",USA,Laptop,Laptop,toshiba,????,Repairable,,"Fixit Clinic",2018-09-17,
fixitclinic_192,"Fixit Clinic",USA,flashlight,"Decorative or safety lights",Unknown,????,Fixed,,"Fixit Clinic",2018-09-17,"doesn't lit"
fixitclinic_193,"Fixit Clinic",USA,earphone,Headphones,skullcandy,2012,Repairable,,"Fixit Clinic",2018-09-17,"no sound "
fixitclinic_194,"Fixit Clinic",USA,"Paper Shredder","Paper shredder",Ativa,????,Fixed,,"Fixit Clinic",2018-09-30,
fixitclinic_195,"Fixit Clinic",USA,Trimmer,"Hair & beauty item",Panasonic,????,Fixed,,"Fixit Clinic",2018-09-30,
fixitclinic_197,"Fixit Clinic",USA,"Waterpik-Water Flosser","Hair & beauty item","Water Pik Inc",2014,Repairable,,"Fixit Clinic",2018-10-01,"The external 1/4"" plastic pipe is broken due to old age, and water leaks out, need to glue it to fix the broken pipe."
fixitclinic_199,"Fixit Clinic",USA,"Dora the Explorer music player",Toy,Unknown,????,Fixed,,"Fixit Clinic",2018-10-01,
fixitclinic_200,"Fixit Clinic",USA,"Christmas Exterior Inflatables",Toy,Unknown,2016,Repairable,,"Fixit Clinic",2018-10-02,"Fan motor does not work, can't inflate."
fixitclinic_201,"Fixit Clinic",USA,toaster,Toaster,oster,????,"End of life",,"Fixit Clinic",2018-10-02,
fixitclinic_202,"Fixit Clinic",USA,"travel clock",Watch/clock,braun,2008,Repairable,,"Fixit Clinic",2018-10-04,"doesn't work anymore"
fixitclinic_203,"Fixit Clinic",USA,shredder,"Paper shredder",Unknown,????,Unknown,,"Fixit Clinic",2018-10-07,
fixitclinic_204,"Fixit Clinic",USA,"Shredder ","Paper shredder",Unknown,????,Fixed,,"Fixit Clinic",2018-10-07,
fixitclinic_206,"Fixit Clinic",USA,Radii,"Portable radio","Tivoli Henry kloss",????,Fixed,,"Fixit Clinic",2018-10-07,
fixitclinic_207,"Fixit Clinic",USA,"Gas lantern",Lamp,Coleman,????,Repairable,,"Fixit Clinic",2018-10-07,
fixitclinic_208,"Fixit Clinic",USA,toaster,Toaster,breville,????,Repairable,,"Fixit Clinic",2018-10-07,
fixitclinic_209,"Fixit Clinic",USA,Laptop,Laptop,Lenovo,????,Fixed,,"Fixit Clinic",2018-10-08,
fixitclinic_210,"Fixit Clinic",USA,"Toy helicopter w/remote control",Toy,"Can't remember, maybe Radio Shack?",????,Unknown,,"Fixit Clinic",2018-10-08,
fixitclinic_212,"Fixit Clinic",USA,fan,Fan,"no model",????,Unknown,,"Fixit Clinic",2018-10-08,"No work"
fixitclinic_213,"Fixit Clinic",USA,Lamp,Lamp,"Restoration Hardware",????,Fixed,,"Fixit Clinic",2018-10-08,
fixitclinic_215,"Fixit Clinic",USA,"Radio/cassette player/cdplayer","Portable radio",JVC,????,Unknown,,"Fixit Clinic",2018-10-09,
fixitclinic_216,"Fixit Clinic",USA,"impact driver","Power tool",Milwaukee,????,Fixed,,"Fixit Clinic",2018-10-12,
fixitclinic_219,"Fixit Clinic",USA,"ink jet printer",Printer/scanner,"canon - older model (5 years?)",????,Repairable,,"Fixit Clinic",2018-10-14,
fixitclinic_220,"Fixit Clinic",USA,Vacuum,Vacuum,Dyson,????,Repairable,,"Fixit Clinic",2018-10-21,"Brush didn't rotate"
fixitclinic_221,"Fixit Clinic",USA,"Music system","Hi-Fi integrated",Bose,????,Fixed,,"Fixit Clinic",2018-10-21,"Case was partially off"
fixitclinic_222,"Fixit Clinic",USA,Laptop,Laptop,"HP ",2015,Repairable,,"Fixit Clinic",2018-10-21,"Won't display screen at boot up"
fixitclinic_223,"Fixit Clinic",USA,lamp,Lamp,"Restoration Hardware",????,Fixed,,"Fixit Clinic",2018-10-22,
fixitclinic_224,"Fixit Clinic",USA,"Electric water kettle",Kettle,Aroma,????,"End of life",,"Fixit Clinic",2018-10-28,
fixitclinic_225,"Fixit Clinic",USA,Lamp,Lamp,Unknown,????,Fixed,,"Fixit Clinic",2018-10-28,
fixitclinic_227,"Fixit Clinic",USA,"Vintage toaster",Toaster,Toastmaster,????,Repairable,,"Fixit Clinic",2018-10-28,
