id_ords,data_provider,country,fault_type_id,fault_type,product_category,brand,repair_status,year_of_manufacture,event_date,problem
restart_14931,The Restart Project,NOR,19,Unknown,Desktop computer,Unknown,Repairable,,2019-09-28,Turns on and then off after a while
restart_14936,The Restart Project,BEL,19,Unknown,Desktop computer,Unknown,End of life,,2019-09-28,
restart_14966,The Restart Project,CAN,12,Operating system,Desktop computer,Unknown,End of life,,2019-09-28,Problem with a Windows update
restart_14967,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,End of life,,2019-09-28,Electric problem
restart_1515,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,End of life,,2015-07-02,
restart_15181,The Restart Project,SWE,19,Unknown,Desktop computer,Apple,Repairable,2010,2019-10-13,"Black screen. Bootup sound comes after starting the iMac, but no response from the screen. As the visitor was only interested in the data, we were able to backup all information to an external harddrive. The iMac got donated and will get tested for possible repair solutions."
restart_15283,The Restart Project,GBR,7,Integrated screen,Desktop computer,Apple,End of life,,2019-10-19,"Broken screen, information recovered"
restart_15430,The Restart Project,CAN,3,Configuration,Desktop computer,Unknown,Fixed,,2019-10-23,GPU driver problem
restart_15435,The Restart Project,CAN,1,Boot,Desktop computer,Unknown,Fixed,,2019-10-23,Black screen when booted
restart_15687,The Restart Project,BEL,19,Unknown,Desktop computer,Unknown,End of life,,2019-11-09,
restart_15799,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Repairable,,2019-11-16,
restart_15846,The Restart Project,GBR,19,Unknown,Desktop computer,Lenovo,Repairable,2019,2019-11-16,not working
restart_16053,The Restart Project,BEL,15,Performance,Desktop computer,ASUS,Fixed,,2019-11-29,very slow
restart_16084,The Restart Project,BEL,10,Internal storage,Desktop computer,Unknown,Repairable,,2019-11-29,"Doesn't start up. Due to: missing hard disk, no cable"
restart_16166,The Restart Project,BEL,12,Operating system,Desktop computer,Unknown,Repairable,2009,2019-12-07,software update
restart_1620,The Restart Project,GBR,17,Power/battery,Desktop computer,Philips,Fixed,,2015-08-11,Work around for broken power switch
restart_1626,The Restart Project,GBR,12,Operating system,Desktop computer,HP,Fixed,,2015-08-11,Linux mint clean install
restart_16380,The Restart Project,GBR,4,Integrated keyboard,Desktop computer,Dell,Repairable,,2020-01-05,"Keyboard broken, unclear how to open; shown iFixit guide and initial pointers, shown eBay keyboard replacement to order"
restart_1655,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,End of life,,2015-09-05,
restart_16864,The Restart Project,GBR,17,Power/battery,Desktop computer,Asus,Repairable,2017,2020-02-01,Not turning on
restart_17375,The Restart Project,GBR,10,Internal storage,Desktop computer,AMD,Fixed,2019,2020-02-17,Drives upgrade. Upgrades completed.
restart_17393,The Restart Project,CAN,10,Internal storage,Desktop computer,Unknown,Fixed,,2020-02-20,HDD configs
restart_17536,The Restart Project,CAN,1,Boot,Desktop computer,Unknown,Fixed,,2020-03-12,Not booting
restart_17703,The Restart Project,BEL,17,Power/battery,Desktop computer,Acer,Fixed,2014,2020-09-05,Ne démarre pas Alimentation out
restart_17732,The Restart Project,SWE,12,Operating system,Desktop computer,AMP,Fixed,2010,2020-09-13,needed ubuntu installed.
restart_17811,The Restart Project,BEL,13,Other,Desktop computer,Unknown,Repairable,,2020-09-22,Pistes ressoudées mais pas testé.
restart_1820,The Restart Project,GBR,15,Performance,Desktop computer,Apple,Fixed,,2015-10-20,Needed an upgrade. New RAM installed
restart_1860,The Restart Project,ITA,19,Unknown,Desktop computer,Olidata,End of life,,2015-10-31,
restart_1877,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2015-10-31,
restart_205,The Restart Project,GBR,17,Power/battery,Desktop computer,Unknown,Fixed,,2013-11-10,PC Tower - Power issue; not booting -
restart_2100,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2016-01-16,
restart_2109,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,End of life,,2016-01-16,
restart_2347,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,End of life,,2016-03-05,
restart_2363,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2016-03-05,desktop computer
restart_2368,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2016-03-05,
restart_2369,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2016-03-05,
restart_2505,The Restart Project,GBR,17,Power/battery,Desktop computer,Unknown,Repairable,,2016-04-09,"won't turn on, next time"
restart_251,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Repairable,,2013-11-16,Not working
restart_2615,The Restart Project,ITA,12,Operating system,Desktop computer,Unknown,Fixed,,2016-04-30,installato Linux
restart_2616,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2016-04-30,
restart_2635,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,End of life,,2016-05-07,
restart_2835,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,End of life,,2016-06-04,
restart_284,The Restart Project,GBR,17,Power/battery,Desktop computer,Unknown,Fixed,,2013-12-07,PC Tower - No sound; power supply -
restart_286,The Restart Project,GBR,15,Performance,Desktop computer,Unknown,Fixed,,2013-12-07,PC Tower - Needed memory upgrade -
restart_3015,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2016-06-25,
restart_3168,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2016-08-06,
restart_3169,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,End of life,,2016-08-06,
restart_3206,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2016-09-03,
restart_3315,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,End of life,,2016-09-24,
restart_3348,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2016-10-01,
restart_341,The Restart Project,GBR,18,System board,Desktop computer,Unknown,End of life,,2014-01-25,PC tower - Power cuts out - Needs new motherboard
restart_3415,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Repairable,,2016-10-15,
restart_3480,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2016-10-22,
restart_3850,The Restart Project,GBR,12,Operating system,Desktop computer,eMachines,Repairable,,2016-11-23,MS windows not starting
restart_3894,The Restart Project,GBR,1,Boot,Desktop computer,Unknown,Fixed,,2016-11-26,Starts and then stops. NO OUTCOME LISTED
restart_3948,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2016-11-26,
restart_4016,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,End of life,,2016-12-08,
restart_4080,The Restart Project,ITA,14,Overheating,Desktop computer,Unknown,Fixed,,2017-01-14,Fan unblocked
restart_4198,The Restart Project,GBR,17,Power/battery,Desktop computer,Samsung,Repairable,,2017-01-28,"Backlight/charging - no computer lead brough, advised on new power socket and check"
restart_4199,The Restart Project,GBR,19,Unknown,Desktop computer,Dell,Repairable,,2017-01-28,"Couldn't check, as no power lead"
restart_4207,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2017-01-28,Phon
restart_4256,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2017-01-28,
restart_4257,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2017-01-28,
restart_4301,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2017-02-04,Computer
restart_4308,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Fixed,,2017-02-04,
restart_4347,The Restart Project,GBR,19,Unknown,Desktop computer,Lenovo,Fixed,,2017-02-11,Needs some assembly
restart_4348,The Restart Project,GBR,15,Performance,Desktop computer,Lenovo,Fixed,,2017-02-11,Running slow - install SSD
restart_4356,The Restart Project,GBR,12,Operating system,Desktop computer,Unknown,Repairable,,2017-02-11,Needs Linux but also has fault which needs further investigation. No time to complete
restart_4403,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-02-23,
restart_4404,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-02-23,
restart_4732,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-12,
restart_4738,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-12,
restart_4765,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4766,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4767,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4768,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4769,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4770,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2017-04-19,
restart_4771,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2017-04-19,
restart_4799,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_48,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2013-07-06,Desktop computer - -
restart_4800,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4801,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4802,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4803,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4804,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4817,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2017-04-19,
restart_4820,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-04-19,
restart_4821,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-04-19,
restart_4822,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-04-19,
restart_4823,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-04-19,
restart_4835,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4836,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4837,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4859,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4860,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-04-19,
restart_4864,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2017-04-19,
restart_4865,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2017-04-19,
restart_500,The Restart Project,TUN,19,Unknown,Desktop computer,Unknown,Fixed,,2014-03-08,
restart_508,The Restart Project,GBR,17,Power/battery,Desktop computer,Unknown,Repairable,,2014-03-29,Desktop PC - Won't boot - Needs new power supply
restart_5091,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-05-17,
restart_5092,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-05-17,
restart_5298,The Restart Project,GBR,17,Power/battery,Desktop computer,Dell,Repairable,,2017-06-12,"Powers off after a few seconds. Work in progress, possible power supply"
restart_5300,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Repairable,,2017-06-12,More time needed
restart_5409,The Restart Project,NOR,19,Unknown,Desktop computer,Unknown,Fixed,2006,2017-06-17,
restart_543,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2014-04-04,
restart_5563,The Restart Project,ITA,12,Operating system,Desktop computer,Fujitsu Siemens,Fixed,,2017-06-30,Reinstalled with xubuntu
restart_5564,The Restart Project,ITA,12,Operating system,Desktop computer,Fujitsu Siemens,Fixed,,2017-06-30,Reinstalled with xubuntu
restart_5565,The Restart Project,ITA,12,Operating system,Desktop computer,Fujitsu Siemens,Fixed,,2017-06-30,Reinstalled with xubuntu
restart_5566,The Restart Project,ITA,12,Operating system,Desktop computer,Fujitsu Siemens,Fixed,,2017-06-30,Reinstalled with xubuntu
restart_5567,The Restart Project,ITA,12,Operating system,Desktop computer,Fujitsu Siemens,Fixed,,2017-06-30,Reinstalled with xubuntu
restart_5577,The Restart Project,ITA,12,Operating system,Desktop computer,HP,Fixed,,2017-06-30,reinstalled with windows 10
restart_5578,The Restart Project,ITA,12,Operating system,Desktop computer,Unknown,Fixed,,2017-06-30,reinstalled with ubuntu
restart_5582,The Restart Project,ITA,12,Operating system,Desktop computer,HP,Fixed,,2017-06-30,reinstalled windows 10
restart_5585,The Restart Project,ITA,12,Operating system,Desktop computer,ASUS,Fixed,,2017-06-30,reinstalled with xubuntu
restart_5781,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,End of life,,2017-08-05,
restart_5830,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-08-29,
restart_5839,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-08-29,
restart_5845,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-08-29,
restart_5854,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Repairable,,2017-09-02,
restart_6100,The Restart Project,GBR,10,Internal storage,Desktop computer,HP,Fixed,,2017-09-26,Full computer with screen. 64 bit. Replaces hard drive for SSD.installed Ubuntu 16.04
restart_6190,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,End of life,,2017-10-07,
restart_6218,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,End of life,,2017-10-18,Games console.
restart_6274,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Repairable,,2017-10-21,
restart_6308,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-10-22,
restart_6322,The Restart Project,NOR,12,Operating system,Desktop computer,HP,Repairable,,2017-10-24,Wouldn't update.
restart_6342,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2017-10-25,
restart_6345,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-10-25,
restart_6349,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-10-25,
restart_6353,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-10-25,
restart_6356,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-10-25,
restart_6369,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-10-25,
restart_642,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,End of life,,2014-05-10,
restart_6485,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Repairable,,2017-11-04,
restart_657,The Restart Project,ITA,15,Performance,Desktop computer,Unknown,Fixed,,2014-05-18,era lento
restart_6573,The Restart Project,ITA,3,Configuration,Desktop computer,ASUS,Repairable,,2017-11-18,Problems with audio
restart_6574,The Restart Project,ITA,12,Operating system,Desktop computer,Acer,Fixed,,2017-11-18,Problems with the Hard Disk and a damaged Windows Vista. Installed Linux Mint.
restart_6624,The Restart Project,ESP,19,Unknown,Desktop computer,Acer,Repairable,,2017-11-18,
restart_6674,The Restart Project,GBR,18,System board,Desktop computer,Dell,End of life,,2017-11-25,no output. tested. many capacitors blown on main board. uneconomic repair.
restart_6793,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2017-12-02,
restart_6836,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2017-12-07,
restart_6888,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2017-12-09,
restart_7004,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,End of life,,2018-01-20,
restart_706,The Restart Project,GBR,10,Internal storage,Desktop computer,Dell,Repairable,,2014-06-12,PC Tower - Running slow - Needs new HD
restart_7122,The Restart Project,GBR,10,Internal storage,Desktop computer,HP,Fixed,,2018-02-03,HD needed removing
restart_7163,The Restart Project,CAN,20,Virus/malware,Desktop computer,Unknown,Fixed,,2018-02-13,Surchauffe/Infection virus
restart_7165,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2018-02-13,Ã  préciser
restart_7166,The Restart Project,CAN,10,Internal storage,Desktop computer,Unknown,Repairable,,2018-02-13,Pc ne reconnait pas le disque et problème de LED
restart_7167,The Restart Project,CAN,16,Ports/slots/connectors,Desktop computer,Unknown,Fixed,,2018-02-13,Connecteur de charge brisé USB type B
restart_7168,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,Repairable,,2018-02-13,Batterie ne charge pas Pc Fonctionne sous tension
restart_7169,The Restart Project,CAN,14,Overheating,Desktop computer,Unknown,Repairable,,2018-02-13,Ventilateur ne fonctionne pas
restart_7170,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,Repairable,,2018-02-13,Ne s'allume pas
restart_7174,The Restart Project,CAN,3,Configuration,Desktop computer,Unknown,Repairable,,2018-02-13,Problème de synchonisation de courriel
restart_7177,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,End of life,,2018-02-13,Ne veut plus redémarrer
restart_7178,The Restart Project,CAN,10,Internal storage,Desktop computer,Unknown,Fixed,,2018-02-13,Problème disque dur besoin de récupérer photos et sauvegarde ipad
restart_7179,The Restart Project,CAN,11,Multiple,Desktop computer,Unknown,Fixed,,2018-02-13,Clavier et trackpad ne marchent plus
restart_7180,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,Fixed,,2018-02-13,Chargeur
restart_7181,The Restart Project,CAN,3,Configuration,Desktop computer,Unknown,Repairable,,2018-02-13,Difficulté wifi et lenteur
restart_7183,The Restart Project,CAN,16,Ports/slots/connectors,Desktop computer,Unknown,Repairable,,2018-02-13,Besoin nouveau connecteur
restart_7185,The Restart Project,CAN,10,Internal storage,Desktop computer,Unknown,Fixed,,2018-02-13,Prise sata data lll
restart_7186,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-02-13,
restart_7187,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-02-13,
restart_7204,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2018-02-17,
restart_7256,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,Repairable,,2018-02-22,allume pas
restart_7263,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-02-22,
restart_7274,The Restart Project,CAN,15,Performance,Desktop computer,Unknown,Fixed,,2018-02-22,Lenteur
restart_7275,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,Repairable,,2018-02-22,N'allume pas
restart_7283,The Restart Project,CAN,12,Operating system,Desktop computer,Unknown,Fixed,,2018-02-22,Problème M.Ã .J
restart_7284,The Restart Project,CAN,10,Internal storage,Desktop computer,Unknown,Fixed,,2018-02-22,HDD
restart_7291,The Restart Project,GBR,13,Other,Desktop computer,Unknown,Fixed,,2018-02-23,"2017-10-13 Friday Donated HP desktop, laptop, Screen, keyboard, mouse and Ethernet cable. The screen was faulty and flickered off (at a later date replaced with a working screen). Gave a short introduction to Ubuntu gnu/Linux. Conclusion very intuitive"
restart_7552,The Restart Project,CAN,10,Internal storage,Desktop computer,Unknown,End of life,,2018-03-22,Disque dure Problème Intallation
restart_7559,The Restart Project,CAN,10,Internal storage,Desktop computer,Unknown,Repairable,,2018-03-22,Lecteur +0.5
restart_7560,The Restart Project,CAN,9,Integrated optical drive,Desktop computer,Unknown,Fixed,,2018-03-22,Lecteur
restart_7650,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-05,
restart_7660,The Restart Project,CAN,7,Integrated screen,Desktop computer,Unknown,Repairable,,2018-04-05,Écran décollé
restart_7664,The Restart Project,CAN,3,Configuration,Desktop computer,Unknown,Fixed,,2018-04-05,N'éteign pas ok
restart_7667,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2018-04-05,
restart_768,The Restart Project,GBR,3,Configuration,Desktop computer,Unknown,Fixed,,2014-07-10,PC - No internet -
restart_78,The Restart Project,GBR,18,System board,Desktop computer,HP,End of life,,2013-07-31,Desktop computer - Power cutting off - Motherboard Ã¢€' terminal
restart_7869,The Restart Project,GBR,17,Power/battery,Desktop computer,HP Compaq ,Fixed,,2018-04-19,"Needs a new battery - need to access the battery to find out what to buy. Battery replaced, SSD mounted. Mint installed."
restart_8086,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-24,
restart_8088,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2018-04-24,
restart_8097,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2018-04-24,
restart_8120,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2018-04-24,
restart_8128,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-24,
restart_8129,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-24,
restart_8130,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-24,
restart_8131,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-24,
restart_8136,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-24,
restart_8137,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-24,
restart_8138,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-24,
restart_8139,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-04-24,
restart_8239,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Repairable,,2018-05-05,
restart_8278,The Restart Project,ESP,19,Unknown,Desktop computer,Unknown,Fixed,,2018-05-12,
restart_8440,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-05-24,
restart_8441,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2018-05-24,
restart_8445,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2018-05-24,
restart_8452,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-05-24,
restart_8471,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2018-05-24,
restart_8530,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2018-06-02,
restart_9008,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,End of life,,2018-09-01,
restart_9119,The Restart Project,GBR,18,System board,Desktop computer,Unknown,End of life,,2018-09-15,Need to remove data from harddrive as computer dead.
restart_9260,The Restart Project,ESP,19,Unknown,Desktop computer,eMachines,Fixed,,2018-09-22,
restart_9327,The Restart Project,CAN,15,Performance,Desktop computer,Unknown,Fixed,,2018-09-28,Software/Slow
restart_9328,The Restart Project,CAN,15,Performance,Desktop computer,Unknown,Fixed,,2018-09-28,Software/Slow
restart_9329,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,Fixed,,2018-09-28,Power/boot
restart_933,The Restart Project,ITA,19,Unknown,Desktop computer,Unknown,Repairable,,2014-09-27,
restart_9330,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,Fixed,,2018-09-28,Power/boot
restart_9331,The Restart Project,CAN,17,Power/battery,Desktop computer,Unknown,Fixed,,2018-09-28,Power/boot
restart_937,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,End of life,,2014-10-04,
restart_9514,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2018-10-06,
restart_9616,The Restart Project,GBR,19,Unknown,Desktop computer,Unknown,Fixed,,2018-10-13,
restart_9661,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2018-10-16,
restart_9666,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Fixed,,2018-10-16,
restart_9670,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2018-10-16,
restart_9673,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2018-10-16,
restart_9675,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,End of life,,2018-10-16,
restart_9690,The Restart Project,CAN,19,Unknown,Desktop computer,Unknown,Repairable,,2018-10-16,
restart_9722,The Restart Project,NOR,17,Power/battery,Desktop computer,Apple,Repairable,2000,2018-10-20,Not starting
restart_9799,The Restart Project,BEL,19,Unknown,Desktop computer,Ace,Fixed,2015,2018-10-22,
restart_9819,The Restart Project,CAN,16,Ports/slots/connectors,Desktop computer,Unknown,End of life,,2018-10-24,Connexion R545
