id_ords,data_provider,country,fault_type_id,fault_type,product_category,brand,repair_status,year_of_manufacture,event_date,language,problem
restart_12209,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Repairable,????,2019-03-22,en,Not booting : the battery seemd faulty and need to be changed
restart_12306,The Restart Project,IRL,1,Power/battery,Tablet,Apple,End of life,????,2019-03-23,en,Battery Not Charging; Needs Replacement
restart_12402,The Restart Project,HKG,1,Power/battery,Tablet,Samsung,Repairable,2018,2019-03-31,en,Needs new battery
restart_12598,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Repairable,????,2019-04-11,en,Device not charging
restart_12725,The Restart Project,HKG,1,Power/battery,Tablet,Samsung,Repairable,2014,2019-04-14,en,Unstable battery; requires replacing
restart_12820,The Restart Project,GBR,1,Power/battery,Tablet,Samsung,Repairable,2013,2019-04-24,en,not charging
restart_12944,The Restart Project,NOR,1,Power/battery,Tablet,Apple,Fixed,2012,2019-04-30,en,Battery change
restart_12979,The Restart Project,HKG,1,Power/battery,Tablet,Samsung,Fixed,2014,2019-05-05,en,battery level fluctuations; charges upto certani level
restart_131,The Restart Project,GBR,1,Power/battery,Tablet,Unknown,Fixed,????,2013-09-14,en,Tablet - Battery issue -
restart_13390,The Restart Project,GBR,1,Power/battery,Tablet,Amazon,Repairable,????,2019-05-25,en,kindle isnt charging. new battery needed
restart_13624,The Restart Project,GBR,1,Power/battery,Tablet,Arnova,End of life,2011,2019-06-03,en,Not charging
restart_13694,The Restart Project,GBR,1,Power/battery,Tablet,Unknown,Unknown,????,2019-06-08,en,Not charging properly.
restart_13776,The Restart Project,ITA,1,Power/battery,Tablet,Unknown,Repairable,????,2019-06-09,en,Battery
restart_14174,The Restart Project,GBR,1,Power/battery,Tablet,Tesco,End of life,????,2019-07-15,en,won't charge
restart_14179,The Restart Project,GBR,1,Power/battery,Tablet,Tesco,Repairable,2014,2019-07-15,en,Battery not charging
restart_14225,The Restart Project,GBR,1,Power/battery,Tablet,Kindle,Fixed,2016,2019-07-20,en,battery replacement
restart_14387,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Repairable,????,2019-08-15,en,Sudden shutdown
restart_14467,The Restart Project,IRL,1,Power/battery,Tablet,Unknown,Repairable,????,2019-08-31,en,Not powering up
restart_14486,The Restart Project,GBR,1,Power/battery,Tablet,Acer,Repairable,2018,2019-09-02,en,Won't charge
restart_14518,The Restart Project,GBR,1,Power/battery,Tablet,Yaarvick,Repairable,????,2019-09-07,en,Not working.  Found needs new battery.
restart_14637,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Fixed,????,2019-09-12,en,Battery
restart_14647,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Repairable,????,2019-09-12,en,Change battery
restart_14818,The Restart Project,IRL,1,Power/battery,Tablet,Apple,Repairable,????,2019-09-25,en,Not powering up
restart_14976,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Repairable,????,2019-09-28,en,Device would restart every now and then : battry seems faulty
restart_15553,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Repairable,????,2019-10-30,en,Not booting
restart_15723,The Restart Project,HKG,1,Power/battery,Tablet,Samsung,Repairable,2016,2019-11-10,en,Battery replaced by a third party. Still drains. Ordered new battery
restart_16152,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Fixed,????,2019-12-05,en,Battery draining fast + Messenger bug
restart_16155,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Repairable,????,2019-12-05,en,Not charging
restart_16630,The Restart Project,GBR,1,Power/battery,Tablet,Google,Repairable,????,2020-01-19,en,New battery required
restart_17564,The Restart Project,ESP,1,Power/battery,Tablet,Samsung,Repairable,2018,2020-06-15,en,Not starting
restart_2031,The Restart Project,GBR,1,Power/battery,Tablet,Amazon,Fixed,????,2015-12-15,en,Just needs a new battery
restart_2410,The Restart Project,GBR,1,Power/battery,Tablet,Samsung,Fixed,????,2016-03-16,en,Tablet - Doesn't power at times
restart_2513,The Restart Project,GBR,1,Power/battery,Tablet,Unknown,Repairable,????,2016-04-09,en,wont charge
restart_297,The Restart Project,GBR,1,Power/battery,Tablet,Apple,Repairable,????,2013-12-15,en,Tablet - No power - Lead works; battery problem
restart_3345,The Restart Project,GBR,1,Power/battery,Tablet,Unknown,End of life,????,2016-10-01,en,No power
restart_3876,The Restart Project,GBR,1,Power/battery,Tablet,Unknown,End of life,????,2016-11-24,en,Not holding charge
restart_409,The Restart Project,GBR,1,Power/battery,Tablet,Apple,Fixed,????,2014-02-19,en,Tablet - No power -
restart_4163,The Restart Project,GBR,1,Power/battery,Tablet,TomTom,Repairable,????,2017-01-28,en,Sat Nav - car charging problem
restart_423,The Restart Project,GBR,1,Power/battery,Tablet,Unknown,Fixed,????,2014-02-19,en,Tablet - Power in loose - Needs new power supply
restart_426,The Restart Project,GBR,1,Power/battery,Tablet,Apple,Fixed,????,2014-02-19,en,Tablet - Intermittent power -
restart_4460,The Restart Project,NOR,1,Power/battery,Tablet,Samsung,Fixed,????,2017-03-04,en,Does not charge
restart_4522,The Restart Project,GBR,1,Power/battery,Tablet,Nexus,Repairable,????,2017-03-18,en,Not charging. Might be working!
restart_4534,The Restart Project,GBR,1,Power/battery,Tablet,ASUS,Repairable,????,2017-03-18,en,Not turning on. Charge it and see.
restart_4881,The Restart Project,GBR,1,Power/battery,Tablet,ASUS,Repairable,????,2017-04-22,en,"No power - checks done. Battery in Deep Sleep state. Restarter offered to take and fix, likely to be repairable"
restart_5523,The Restart Project,GBR,1,Power/battery,Tablet,Samsung,Repairable,????,2017-06-24,en,Won't turn on. Battery needs changing.
restart_5568,The Restart Project,ITA,1,Power/battery,Tablet,ASUS,Repairable,????,2017-06-30,en,Changed battery
restart_6077,The Restart Project,GBR,1,Power/battery,Tablet,Garmin,Fixed,????,2017-09-23,en,Navigator - doesn't charge
restart_6176,The Restart Project,GBR,1,Power/battery,Tablet,Samsung,Fixed,????,2017-10-07,en,Doesn't charge
restart_6265,The Restart Project,GBR,1,Power/battery,Tablet,Unknown,Fixed,????,2017-10-21,en,The battery came disconnected. We helped reconnect.
restart_6341,The Restart Project,GBR,1,Power/battery,Tablet,Amazon,End of life,????,2017-10-25,en,device will not turn on. was too hard for our team
restart_6430,The Restart Project,GBR,1,Power/battery,Tablet,Lenovo,Fixed,????,2017-11-04,en,No poweer - Dead
restart_6449,The Restart Project,GBR,1,Power/battery,Tablet,ASUS,Repairable,????,2017-11-04,en,No power
restart_6661,The Restart Project,GBR,1,Power/battery,Tablet,Samsung,Repairable,????,2017-11-25,en,arrived dismantled. new battery but won't power up. ribbon cable to screen had been torn from connection. owner to try external monitor to save data.
restart_6779,The Restart Project,GBR,1,Power/battery,Tablet,Samsung,Fixed,????,2017-12-02,en,"Unreliable power, re-connected backlight - worked"
restart_7126,The Restart Project,GBR,1,Power/battery,Tablet,Samsung,End of life,????,2018-02-03,en,"won't turn on, won't charge"
restart_7395,The Restart Project,USA,1,Power/battery,Tablet,Sony,Repairable,????,2018-03-03,en,"eReader, appears battery is dead, owner bought a replacement but can't remove old, has watched youtube videos of similar models and bought tools to do but can't. fixer replaced bad battery but still not working; owner will charge battery when home"
restart_7702,The Restart Project,GBR,1,Power/battery,Tablet,Asus,Repairable,????,2018-04-07,en,Does not start - needs battery
restart_7873,The Restart Project,GBR,1,Power/battery,Tablet,ASUS,Repairable,????,2018-04-19,en,Does not turn on.Needs a new battery.
restart_7910,The Restart Project,GBR,1,Power/battery,Tablet,Apple,Fixed,????,2018-04-21,en,Install replacement battery
restart_7959,The Restart Project,GBR,1,Power/battery,Tablet,Sony,Repairable,????,2018-04-21,en,Not turning on.  Needs charging.
restart_8302,The Restart Project,GBR,1,Power/battery,Tablet,Asus,Fixed,2015,2018-05-13,en,Battery changed (2nd visit)
restart_8381,The Restart Project,GBR,1,Power/battery,Tablet,Lenovo,End of life,2015,2018-05-19,en,Doesn't charge
restart_8896,The Restart Project,GBR,1,Power/battery,Tablet,ASUS,Fixed,2016,2018-08-04,en,Battery replacement diagnosed at previoius sesssion. Battery obtained by owner and fitted
restart_9148,The Restart Project,GBR,1,Power/battery,Tablet,Google,Repairable,????,2018-09-15,en,Stopped working after commercial repair - Need new battery - Helped to find it on web
restart_9347,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,End of life,????,2018-09-28,en,Power/boot/charge
restart_967,The Restart Project,GBR,1,Power/battery,Tablet,Samsung,Fixed,????,2014-10-14,en,Tablet - Not charging - Midas touch
restart_9721,The Restart Project,NOR,1,Power/battery,Tablet,Samsung,Repairable,2012,2018-10-20,en,Not charging
restart_9817,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Repairable,????,2018-10-24,en,Power/boot
restart_9829,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Fixed,????,2018-10-24,en,Not booting
restart_9832,The Restart Project,CAN,1,Power/battery,Tablet,Unknown,Fixed,????,2018-10-24,en,Power/boot
anstiftung_3245,anstiftung,DEU,2,Screen,Tablet,TomTom,Fixed,????,2019-07-18,de,"Touch defekt, neues hatte der Gast mit.Wurde gewechselt, Kompettierung zu Hause."
anstiftung_335,anstiftung,DEU,2,Screen,Tablet,Archos,Unknown,2012,2018-11-06,en,Display
anstiftung_5572,anstiftung,DEU,2,Screen,Tablet,Microsoft,Fixed,????,2020-09-10,de,"Es war heruntergefallen und hatte die allseits gefürchtete ""Spider-APP"" drauf. Die Besitzerin war gut vorbereitet mit einem neuen Display und hatte sich schon im Internet Videos angesehen, wie der Austausch geht. Wir stellten ihr das Werkzeug und ihr gelang die Reparatur sehr gut."
fixitclinic_141,Fixit Clinic,USA,2,Screen,Tablet,android nexus,Repairable,2014,2018-07-01,en,tablet ~ Broken screen
rcint_10804,Repair Café International,NLD,2,Screen,Tablet,Samsung,Fixed,2013,2018-10-27,nl,Werkt niet meer scherm is bij reparatie door fabrikant niet goed terug geplaatst en valt er nu uit
rcint_14561,Repair Café International,NLD,2,Screen,Tablet,Unknown,Repairable,????,2019-02-09,en,display defect
rcint_18266,Repair Café International,NLD,2,Screen,Tablet,Apple,Repairable,2016,2019-05-18,nl,barst in het scherm
rcint_20870,Repair Café International,NLD,2,Screen,Tablet,Samsung,End of life,2014,2019-08-31,nl,Scherm kapot / kapot hard ware
rcint_21731,Repair Café International,GBR,2,Screen,Tablet,Amazon,End of life,1900,2019-09-14,en,Not responding to input
rcint_23483,Repair Café International,CAN,2,Screen,Tablet,Apple,Repairable,2014,2019-10-19,en,touch pad are not working
rcint_24281,Repair Café International,NLD,2,Screen,Tablet,Asus,End of life,2009,2019-11-02,nl,speelt niet/beeldscherm niet goed
rcint_24419,Repair Café International,NLD,2,Screen,Tablet,Sony,Repairable,2014,2019-11-02,nl,Strepen op scherm en vastloper
rcint_434,Repair Café International,NLD,2,Screen,Tablet,Teasi,Fixed,2013,2017-03-04,nl,kalibratie scherm
rcint_7541,Repair Café International,NLD,2,Screen,Tablet,TomTom,End of life,2006,2018-06-02,nl,Verlopen capaciteit touchscreen
rcint_8059,Repair Café International,GBR,2,Screen,Tablet,Sony,End of life,2013,2018-07-04,en,broken glass
rcwales_21,Repair Cafe Wales,GBR,2,Screen,Tablet,Unknown,Unknown,????,2017-04-01,en,tablet Broken screen
rcwales_428,Repair Cafe Wales,GBR,2,Screen,Tablet,Samsung,Unknown,????,2018-10-01,en,Tablet Screen going blank
restart_1006,The Restart Project,GBR,2,Screen,Tablet,Amazon,Repairable,????,2014-11-22,en,Kindle broken screen
restart_10281,The Restart Project,IRL,2,Screen,Tablet,Samsung,Repairable,2013,2018-11-17,en,Broken Screen - Client needs to source replacement screen for next Restarter Party
restart_10440,The Restart Project,NOR,2,Screen,Tablet,Apple,End of life,2016,2018-11-21,en,Broken screen
restart_1094,The Restart Project,GBR,2,Screen,Tablet,Apple,End of life,????,2015-01-14,en,Tablet - Display problem -
restart_1101,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2015-01-14,en,Tablet - Screen issue - DIY ready
restart_11105,The Restart Project,ISL,2,Screen,Tablet,Apple,Repairable,2014,2019-01-24,en,Broken screen
restart_11114,The Restart Project,ISL,2,Screen,Tablet,HTC,Fixed,2014,2019-01-24,en,Crack in screen but working
restart_11116,The Restart Project,ISL,2,Screen,Tablet,NextBook,Fixed,2017,2019-01-24,en,Screen falls off
restart_11753,The Restart Project,IRL,2,Screen,Tablet,Apple,Repairable,????,2019-02-23,en,Broken Screen
restart_11877,The Restart Project,HKG,2,Screen,Tablet,Samsung,Repairable,2015,2019-03-03,en,Flickering screen; no visible damage. Microsoldering diagnosis needed.
restart_11881,The Restart Project,HKG,2,Screen,Tablet,Unknown,Fixed,2018,2019-03-03,en,Screen displaying strips
restart_11886,The Restart Project,GBR,2,Screen,Tablet,Samsung,Repairable,2016,2019-03-05,en,screen cracked not working
restart_1220,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2015-02-17,en,Tablet - Screen issue - Needs correct spares
restart_12514,The Restart Project,GBR,2,Screen,Tablet,Hudl,Repairable,????,2019-04-06,en,cracked screen
restart_12674,The Restart Project,IRL,2,Screen,Tablet,Apple,Repairable,????,2019-04-13,en,Screen broken; replacement needed
restart_12722,The Restart Project,HKG,2,Screen,Tablet,Apple,Repairable,2017,2019-04-14,en,Cracked digitiser
restart_13208,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,2014,2019-05-18,en,"Sound, but screen does not light.  Foud backlight cables or circuit faulty.  not able to access and no parts."
restart_1334,The Restart Project,ITA,2,Screen,Tablet,Samsung,Fixed,????,2015-04-12,it,cambiato display portato dal partecipante
restart_13569,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2019-06-01,en,Smashed screen
restart_13923,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2019-06-22,en,advice needed on screen problem - was signposted
restart_14087,The Restart Project,CAN,2,Screen,Tablet,Unknown,Repairable,????,2019-07-12,en,Broken screen...
restart_14185,The Restart Project,IRL,2,Screen,Tablet,Acer,Repairable,????,2019-07-18,en,Broken/Cracked Screens; Damaged Charging Port
restart_14368,The Restart Project,SWE,2,Screen,Tablet,Samsung,Repairable,2013,2019-08-11,en,"screen bubbling up, running slow. Needs screen and battery replacement. Samsung authorised dealer has part, but they twice as much as ifixit (parts only available in US) or ebay prices."
restart_14411,The Restart Project,CAN,2,Screen,Tablet,Unknown,Fixed,????,2019-08-15,en,Touchscreen not working properly
restart_14503,The Restart Project,GBR,2,Screen,Tablet,Unknown,Unknown,????,2019-09-07,en,Screen broken.
restart_14519,The Restart Project,GBR,2,Screen,Tablet,Samsung,Repairable,????,2019-09-07,en,Screen Blank.  New screen needed.  User advised on sources online.
restart_1471,The Restart Project,GBR,2,Screen,Tablet,Unknown,End of life,????,2015-05-28,en,Needs a spare screen but they are not available
restart_1503,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2015-06-29,en,"Screen cracked, but no heat gun."
restart_15049,The Restart Project,GBR,2,Screen,Tablet,Samsung,Fixed,2017,2019-10-05,en,Screen malfunction: reseated ribbon cable
restart_15192,The Restart Project,HKG,2,Screen,Tablet,Apple,Repairable,????,2019-10-13,en,Broken digitiser. Ordered new digitiser
restart_15401,The Restart Project,NOR,2,Screen,Tablet,Apple,Repairable,2017,2019-10-21,en,"Broken screen, brought wrong spare screen"
restart_15599,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,2015,2019-11-02,en,Digitiser needs replacing. Advised a repair with seal
restart_16043,The Restart Project,BEL,2,Screen,Tablet,Apple,Repairable,????,2019-11-29,en,Lines on the screen
restart_16044,The Restart Project,BEL,2,Screen,Tablet,Apple,Repairable,????,2019-11-29,en,Broken screen
restart_1630,The Restart Project,GBR,2,Screen,Tablet,Samsung,Repairable,????,2015-08-11,en,"Screen replacement needed, advice given"
restart_16382,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2020-01-05,en,"Screen smashed, wrong ordered; pointed towards correct part"
restart_16774,The Restart Project,ESP,2,Screen,Tablet,Lenovo,Repairable,2018,2020-01-25,en,Broken screen.
restart_1794,The Restart Project,GBR,2,Screen,Tablet,Samsung,Fixed,????,2015-10-10,en,Broken Screen
restart_1872,The Restart Project,ITA,2,Screen,Tablet,Majestic,Repairable,????,2015-10-31,en,"problems on the screen, partially broken and unusable"
restart_1932,The Restart Project,GBR,2,Screen,Tablet,Unknown,Fixed,????,2015-11-21,en,"Screen cracked, touch screen not working. Showed can use with USB mouse."
restart_2090,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2016-01-11,en,Screen flickered and died after a drop. Couldn't heat the screen to remove it.
restart_2378,The Restart Project,USA,2,Screen,Tablet,Apple,Fixed,????,2016-03-10,en,Screen replaced
restart_2564,The Restart Project,GBR,2,Screen,Tablet,Amazon,Repairable,????,2016-04-15,en,Screen broken
restart_275,The Restart Project,GBR,2,Screen,Tablet,Unknown,End of life,????,2013-12-07,en,Tablet - screen issue -
restart_276,The Restart Project,GBR,2,Screen,Tablet,Unknown,Fixed,????,2013-12-07,en,Tablet - screen issue -
restart_3175,The Restart Project,GBR,2,Screen,Tablet,Bush,Fixed,????,2016-08-09,en,Grass replaced. Owner brought a spare
restart_3344,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2016-10-01,en,Screen replacement
restart_3498,The Restart Project,GBR,2,Screen,Tablet,Amazon,Repairable,????,2016-10-29,en,"Kindle - doesn't switch on, screen replacement"
restart_4102,The Restart Project,GBR,2,Screen,Tablet,Unknown,Repairable,????,2017-01-17,en,"Cracked screen - advised on parts, will return"
restart_4103,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2017-01-17,en,Cracked screen - advised on parts
restart_4116,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2017-01-28,en,"Broken screen. Has replacement screen, but we don't have a heat gun."
restart_4133,The Restart Project,GBR,2,Screen,Tablet,Unknown,Repairable,????,2017-01-28,en,"Turns on, but doesn't respond to touch. Need to take back to the shop."
restart_4155,The Restart Project,GBR,2,Screen,Tablet,Cube,Repairable,????,2017-01-28,en,Cracked screen. Advice given.
restart_4250,The Restart Project,NOR,2,Screen,Tablet,Apple,Repairable,????,2017-01-28,en,Blurry screen
restart_4409,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2017-02-27,en,Digitiser cracked
restart_4434,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2017-03-02,en,Cracked screen
restart_4459,The Restart Project,NOR,2,Screen,Tablet,Apple,Fixed,????,2017-03-04,en,Change screen
restart_482,The Restart Project,GBR,2,Screen,Tablet,Unknown,Repairable,????,2014-03-08,en,tablet - Screen issue - Spare part sourced
restart_491,The Restart Project,GBR,2,Screen,Tablet,Apple,Fixed,????,2014-03-08,en,Tablet - Screen issue - Self-repair
restart_4953,The Restart Project,USA,2,Screen,Tablet,Apple,Fixed,????,2017-05-01,en,"Cracked screen, continually crashing"
restart_5038,The Restart Project,GBR,2,Screen,Tablet,Samsung,Repairable,????,2017-05-09,en,Screen is all green.
restart_5338,The Restart Project,NOR,2,Screen,Tablet,Apple,Repairable,2015,2017-06-15,en,Needs new screen
restart_5640,The Restart Project,ITA,2,Screen,Tablet,Kobo,End of life,????,2017-07-09,en,eReader Damaged monitor
restart_5890,The Restart Project,NOR,2,Screen,Tablet,Apple,Repairable,????,2017-09-03,en,Broken screen
restart_592,The Restart Project,GBR,2,Screen,Tablet,Unknown,Fixed,????,2014-04-30,en,Tablet - Screen issue - We replaced the screen - her 2nd time
restart_5921,The Restart Project,GBR,2,Screen,Tablet,Amazon,Repairable,????,2017-09-09,en,broken screen
restart_5930,The Restart Project,GBR,2,Screen,Tablet,Nokia,Repairable,????,2017-09-09,en,Broken screen. Heat gun needed.
restart_5954,The Restart Project,GBR,2,Screen,Tablet,ASUS,Repairable,????,2017-09-09,en,Broken Screen
restart_6034,The Restart Project,GBR,2,Screen,Tablet,Samsung,End of life,????,2017-09-23,en,"Touch screen not working. Needs new screen, but not worth it."
restart_6114,The Restart Project,GBR,2,Screen,Tablet,Lenovo,Repairable,????,2017-09-30,en,Broken screen. No spare parts on site. Advice given.
restart_627,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2014-05-06,en,Tablet - Screen issue - Coming back for full 3 hours
restart_6285,The Restart Project,ESP,2,Screen,Tablet,ASUS,Repairable,????,2017-10-21,en,The touch screen won't work.
restart_6450,The Restart Project,GBR,2,Screen,Tablet,Unknown,Repairable,????,2017-11-04,en,Kindle with broken screen
restart_6587,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2017-11-18,en,"cracked screen, Restarters present did not have experience with this replacement"
restart_667,The Restart Project,GBR,2,Screen,Tablet,Apple,Fixed,????,2014-05-25,en,Tablet - Screen replacement incomplete -
restart_6782,The Restart Project,GBR,2,Screen,Tablet,Alba,Repairable,????,2017-12-02,en,"Cracked screen, advised how/where to order a new one"
restart_7095,The Restart Project,GBR,2,Screen,Tablet,Apple,Repairable,????,2018-02-03,en,"Cracked screen, parts not available at the event"
